Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
City of Crandall,None,,,
Talty Special Utility District,Bromochloroacetic acid,4.50 ppb,0.02 ppb,
Talty Special Utility District,Bromodichloromethane,9.37 ppb,0.06 ppb,
Talty Special Utility District,Chlorate*,989.6 ppb,210 ppb,
Talty Special Utility District,Chloroform,15.5 ppb,0.4 ppb,
Talty Special Utility District,Chromium (hexavalent)*,0.153 ppb,0.02 ppb,
Talty Special Utility District,Dibromoacetic acid,1.67 ppb,0.04 ppb,
Talty Special Utility District,Dibromochloromethane,5.18 ppb,0.1 ppb,
Talty Special Utility District,Dichloroacetic acid,10.6 ppb,0.2 ppb,
Talty Special Utility District,Haloacetic acids (HAA5)†,17.7 ppb,0.1 ppb,60 ppb
Talty Special Utility District,Haloacetic acids (HAA9)*†,30.9 ppb,0.06 ppb,
Talty Special Utility District,Nitrate,0.460 ppm,0.14 ppm,10 ppm
Talty Special Utility District,Nitrate and nitrite,0.625 ppm,0.14 ppm,10 ppm
Talty Special Utility District,Total trihalomethanes (TTHMs)†,30.5 ppb,0.15 ppb,80 ppb
Talty Special Utility District,Trichloroacetic acid,3.85 ppb,0.1 ppb,
Talty Special Utility District,Bromoform,0.369 ppb,0.5 ppb,
Talty Special Utility District,Chromium (total)*,0.291 ppb,,100 ppb
Talty Special Utility District,Manganese*,0.837 ppb,100 ppb,
Talty Special Utility District,Monobromoacetic acid,0.620 ppb,25 ppb,
Talty Special Utility District,Monochloroacetic acid,0.993 ppb,53 ppb,
Talty Special Utility District,Nitrite*,0.00450 ppm,,1 ppm
Talty Special Utility District,Strontium*,0.310 ppb,"1,500 ppb",
Talty Special Utility District,Vanadium*,0.569 ppb,21 ppb,
Talty Special Utility District,None,,,
Combine Water Supply Corporation,Bromochloroacetic acid,2.07 ppb,0.02 ppb,
Combine Water Supply Corporation,Bromodichloromethane,5.36 ppb,0.06 ppb,
Combine Water Supply Corporation,Bromoform,1.77 ppb,0.5 ppb,
Combine Water Supply Corporation,Chloroform,5.32 ppb,0.4 ppb,
Combine Water Supply Corporation,Chromium (hexavalent)*,0.185 ppb,0.02 ppb,
Combine Water Supply Corporation,Dibromoacetic acid,0.958 ppb,0.04 ppb,
Combine Water Supply Corporation,Dibromochloromethane,3.92 ppb,0.1 ppb,
Combine Water Supply Corporation,Dichloroacetic acid,3.85 ppb,0.2 ppb,
Combine Water Supply Corporation,Haloacetic acids (HAA5)†,8.00 ppb,0.1 ppb,60 ppb
Combine Water Supply Corporation,Haloacetic acids (HAA9)*†,9.25 ppb,0.06 ppb,
Combine Water Supply Corporation,Nitrate,0.714 ppm,0.14 ppm,10 ppm
Combine Water Supply Corporation,Nitrate and nitrite,0.907 ppm,0.14 ppm,10 ppm
Combine Water Supply Corporation,Total trihalomethanes (TTHMs)†,16.4 ppb,0.15 ppb,80 ppb
Combine Water Supply Corporation,Trichloroacetic acid,1.74 ppb,0.1 ppb,
Combine Water Supply Corporation,Chromium (total)*,0.478 ppb,,100 ppb
Combine Water Supply Corporation,Cobalt*,0.271 ppb,70 ppb,
Combine Water Supply Corporation,Manganese*,0.395 ppb,100 ppb,
Combine Water Supply Corporation,Monobromoacetic acid,0.288 ppb,25 ppb,
Combine Water Supply Corporation,Monochloroacetic acid,1.16 ppb,53 ppb,
Combine Water Supply Corporation,Nitrite,0.100 ppm,,1 ppm
Combine Water Supply Corporation,Strontium*,0.389 ppb,"1,500 ppb",
Combine Water Supply Corporation,Vanadium*,0.0685 ppb,21 ppb,
Kaufman County Fresh Water Supply District 1a,Bromochloroacetic acid,3.68 ppb,0.02 ppb,
Kaufman County Fresh Water Supply District 1a,Bromodichloromethane,8.74 ppb,0.06 ppb,
Kaufman County Fresh Water Supply District 1a,Chlorate*,989.6 ppb,210 ppb,
Kaufman County Fresh Water Supply District 1a,Chloroform,15.4 ppb,0.4 ppb,
Kaufman County Fresh Water Supply District 1a,Chromium (hexavalent)*,0.153 ppb,0.02 ppb,
Kaufman County Fresh Water Supply District 1a,Dibromoacetic acid,1.21 ppb,0.04 ppb,
Kaufman County Fresh Water Supply District 1a,Dibromochloromethane,4.57 ppb,0.1 ppb,
Kaufman County Fresh Water Supply District 1a,Dichloroacetic acid,8.80 ppb,0.2 ppb,
Kaufman County Fresh Water Supply District 1a,Haloacetic acids (HAA5)†,15.6 ppb,0.1 ppb,60 ppb
Kaufman County Fresh Water Supply District 1a,Haloacetic acids (HAA9)*†,30.9 ppb,0.06 ppb,
Kaufman County Fresh Water Supply District 1a,Nitrate,0.436 ppm,0.14 ppm,10 ppm
Kaufman County Fresh Water Supply District 1a,Nitrate and nitrite,0.385 ppm,0.14 ppm,10 ppm
Kaufman County Fresh Water Supply District 1a,Total trihalomethanes (TTHMs)†,28.9 ppb,0.15 ppb,80 ppb
Kaufman County Fresh Water Supply District 1a,Trichloroacetic acid,3.93 ppb,0.1 ppb,
Kaufman County Fresh Water Supply District 1a,Bromoform,0.191 ppb,0.5 ppb,
Kaufman County Fresh Water Supply District 1a,Chromium (total)*,0.291 ppb,,100 ppb
Kaufman County Fresh Water Supply District 1a,Manganese*,0.837 ppb,100 ppb,
Kaufman County Fresh Water Supply District 1a,Monobromoacetic acid,0.220 ppb,25 ppb,
Kaufman County Fresh Water Supply District 1a,Monochloroacetic acid,1.48 ppb,53 ppb,
Kaufman County Fresh Water Supply District 1a,Nitrite*,0.00450 ppm,,1 ppm
Kaufman County Fresh Water Supply District 1a,Strontium*,0.310 ppb,"1,500 ppb",
Kaufman County Fresh Water Supply District 1a,Vanadium*,0.569 ppb,21 ppb,
Kaufman County Fresh Water Supply District 1a,None,,,
Rose Hill Special Utility District,Arsenic*,0.150 ppb,0.004 ppb,10 ppb
Rose Hill Special Utility District,Atrazine*,0.249 ppb,0.1 ppb,3 ppb
Rose Hill Special Utility District,Bromate*,0.276 ppb,0.1 ppb,10 ppb
Rose Hill Special Utility District,Bromochloroacetic acid,4.40 ppb,0.02 ppb,
Rose Hill Special Utility District,Bromodichloromethane,9.16 ppb,0.06 ppb,
Rose Hill Special Utility District,Chloroform,16.9 ppb,0.4 ppb,
Rose Hill Special Utility District,Dibromoacetic acid,1.27 ppb,0.04 ppb,
Rose Hill Special Utility District,Dibromochloromethane,4.83 ppb,0.1 ppb,
Rose Hill Special Utility District,Dichloroacetic acid,10.8 ppb,0.2 ppb,
Rose Hill Special Utility District,Haloacetic acids (HAA5)†,17.8 ppb,0.1 ppb,60 ppb
Rose Hill Special Utility District,Nitrate,0.427 ppm,0.14 ppm,10 ppm
Rose Hill Special Utility District,Nitrate and nitrite,0.611 ppm,0.14 ppm,10 ppm
Rose Hill Special Utility District,"Radium, combined (-226 &amp; -228)*",0.42 pCi/L,0.05 pCi/L,5 pCi/L
Rose Hill Special Utility District,Total trihalomethanes (TTHMs)†,31.1 ppb,0.15 ppb,80 ppb
Rose Hill Special Utility District,Trichloroacetic acid,4.07 ppb,0.1 ppb,
Rose Hill Special Utility District,Acetone*,10.9 ppb,,
Rose Hill Special Utility District,Aluminum*,1.08 ppb,600 ppb,
Rose Hill Special Utility District,Antimony*,0.0125 ppb,1 ppb,6 ppb
Rose Hill Special Utility District,Barium*,51.5 ppb,700 ppb,"2,000 ppb"
Rose Hill Special Utility District,Bromoform,0.237 ppb,0.5 ppb,
Rose Hill Special Utility District,Chlorite*,17.4 ppb,50 ppb,"1,000 ppb"
Rose Hill Special Utility District,Chromium (total)*,0.279 ppb,,100 ppb
Rose Hill Special Utility District,Cyanide*,93.6 ppb,,200 ppb
Rose Hill Special Utility District,Di(2-ethylhexyl) phthalate*,0.0765 ppb,3 ppb,6 ppb
Rose Hill Special Utility District,Fluoride*,0.369 ppm,,4 ppm
Rose Hill Special Utility District,Manganese*,4.52 ppb,100 ppb,
Rose Hill Special Utility District,Methyl ethyl ketone*,0.184 ppb,,
Rose Hill Special Utility District,Monobromoacetic acid,0.387 ppb,25 ppb,
Rose Hill Special Utility District,Monochloroacetic acid,1.29 ppb,53 ppb,
Rose Hill Special Utility District,Selenium*,0.625 ppb,30 ppb,50 ppb
Rose Hill Special Utility District,Silver*,0.0625 ppb,,
Rose Hill Special Utility District,Simazine*,0.0753 ppb,0.1 ppb,4 ppb
Rose Hill Special Utility District,None,,,
City of Seagoville,Arsenic*,0.297 ppb,0.004 ppb,10 ppb
City of Seagoville,Bromate*,1.23 ppb,0.1 ppb,10 ppb
City of Seagoville,Bromochloroacetic acid,2.75 ppb,0.02 ppb,
City of Seagoville,Bromodichloromethane,4.98 ppb,0.06 ppb,
City of Seagoville,Chloroform,5.63 ppb,0.4 ppb,
City of Seagoville,Chromium (hexavalent),0.185 ppb,0.02 ppb,
City of Seagoville,Dibromoacetic acid,0.832 ppb,0.04 ppb,
City of Seagoville,Dibromochloromethane,2.88 ppb,0.1 ppb,
City of Seagoville,Dichloroacetic acid,6.21 ppb,0.2 ppb,
City of Seagoville,Haloacetic acids (HAA5)†,9.52 ppb,0.1 ppb,60 ppb
City of Seagoville,Haloacetic acids (HAA9)†,9.25 ppb,0.06 ppb,
City of Seagoville,Nitrate,0.336 ppm,0.14 ppm,10 ppm
City of Seagoville,Nitrate and nitrite,0.331 ppm,0.14 ppm,10 ppm
City of Seagoville,Total trihalomethanes (TTHMs)†,14.0 ppb,0.15 ppb,80 ppb
City of Seagoville,Trichloroacetic acid,0.956 ppb,0.1 ppb,
City of Seagoville,Acetone*,12.0 ppb,,
City of Seagoville,Aluminum*,19.9 ppb,600 ppb,
City of Seagoville,Antimony*,0.0506 ppb,1 ppb,6 ppb
City of Seagoville,Atrazine*,0.108 ppb,0.1 ppb,3 ppb
City of Seagoville,Barium*,24.7 ppb,700 ppb,"2,000 ppb"
City of Seagoville,Bromoform,0.508 ppb,0.5 ppb,
City of Seagoville,Chlorate*,12.6 ppb,210 ppb,
City of Seagoville,Chloromethane*,0.0497 ppb,2.69 ppb,
City of Seagoville,Chromium (total),0.478 ppb,,100 ppb
City of Seagoville,Cobalt,0.271 ppb,70 ppb,
City of Seagoville,Cyanide*,44.4 ppb,,200 ppb
City of Seagoville,Di(2-ethylhexyl) phthalate*,0.133 ppb,3 ppb,6 ppb
City of Seagoville,Fluoride*,0.569 ppm,,4 ppm
City of Seagoville,Manganese,0.395 ppb,100 ppb,
City of Seagoville,Molybdenum*,1.70 ppb,40 ppb,
City of Seagoville,Monobromoacetic acid,0.186 ppb,25 ppb,
City of Seagoville,Monochloroacetic acid,1.34 ppb,53 ppb,
City of Seagoville,Selenium*,0.723 ppb,30 ppb,50 ppb
City of Seagoville,Simazine*,0.0483 ppb,0.1 ppb,4 ppb
City of Seagoville,Strontium,0.389 ppb,"1,500 ppb",
City of Seagoville,Vanadium,0.0685 ppb,21 ppb,
City of Seagoville,None,,,
Markout Water Supply Corporation,Bromochloroacetic acid,3.39 ppb,0.02 ppb,
Markout Water Supply Corporation,Bromodichloromethane,9.65 ppb,0.06 ppb,
Markout Water Supply Corporation,Chlorate*,989.6 ppb,210 ppb,
Markout Water Supply Corporation,Chloroform,14.8 ppb,0.4 ppb,
Markout Water Supply Corporation,Chromium (hexavalent)*,0.153 ppb,0.02 ppb,
Markout Water Supply Corporation,Dibromoacetic acid,1.03 ppb,0.04 ppb,
Markout Water Supply Corporation,Dibromochloromethane,5.57 ppb,0.1 ppb,
Markout Water Supply Corporation,Dichloroacetic acid,7.35 ppb,0.2 ppb,
Markout Water Supply Corporation,Haloacetic acids (HAA5)†,12.4 ppb,0.1 ppb,60 ppb
Markout Water Supply Corporation,Haloacetic acids (HAA9)*†,30.9 ppb,0.06 ppb,
Markout Water Supply Corporation,Nitrate,0.525 ppm,0.14 ppm,10 ppm
Markout Water Supply Corporation,Nitrate and nitrite,0.610 ppm,0.14 ppm,10 ppm
Markout Water Supply Corporation,Total trihalomethanes (TTHMs)†,30.6 ppb,0.15 ppb,80 ppb
Markout Water Supply Corporation,Trichloroacetic acid,3.32 ppb,0.1 ppb,
Markout Water Supply Corporation,Bromoform,0.612 ppb,0.5 ppb,
Markout Water Supply Corporation,Chromium (total)*,0.291 ppb,,100 ppb
Markout Water Supply Corporation,Manganese*,0.837 ppb,100 ppb,
Markout Water Supply Corporation,Monobromoacetic acid,0.0522 ppb,25 ppb,
Markout Water Supply Corporation,Monochloroacetic acid,0.643 ppb,53 ppb,
Markout Water Supply Corporation,Nitrite*,0.00450 ppm,,1 ppm
Markout Water Supply Corporation,Strontium*,0.310 ppb,"1,500 ppb",
Markout Water Supply Corporation,Vanadium*,0.569 ppb,21 ppb,
Markout Water Supply Corporation,None,,,
City of Glenn Heights,Bromochloroacetic acid,3.04 ppb,0.02 ppb,
City of Glenn Heights,Bromodichloromethane,5.27 ppb,0.06 ppb,
City of Glenn Heights,Chloroform,5.88 ppb,0.4 ppb,
City of Glenn Heights,Chromium (hexavalent),0.138 ppb,0.02 ppb,
City of Glenn Heights,Dibromoacetic acid,1.01 ppb,0.04 ppb,
City of Glenn Heights,Dibromochloromethane,3.40 ppb,0.1 ppb,
City of Glenn Heights,Dichloroacetic acid,6.18 ppb,0.2 ppb,
City of Glenn Heights,Haloacetic acids (HAA5)†,10.1 ppb,0.1 ppb,60 ppb
City of Glenn Heights,Nitrate,0.402 ppm,0.14 ppm,10 ppm
City of Glenn Heights,Nitrate and nitrite,0.313 ppm,0.14 ppm,10 ppm
City of Glenn Heights,Total trihalomethanes (TTHMs)†,15.3 ppb,0.15 ppb,80 ppb
City of Glenn Heights,Trichloroacetic acid,1.24 ppb,0.1 ppb,
City of Glenn Heights,Bromochloromethane,0.00941 ppb,,
City of Glenn Heights,Bromoform,0.783 ppb,0.5 ppb,
City of Glenn Heights,Chlorate,21.5 ppb,210 ppb,
City of Glenn Heights,Chromium (total),0.218 ppb,,100 ppb
City of Glenn Heights,Fluoride,1.38 ppm,,4 ppm
City of Glenn Heights,Molybdenum,0.482 ppb,40 ppb,
City of Glenn Heights,Monobromoacetic acid,0.142 ppb,25 ppb,
City of Glenn Heights,Monochloroacetic acid,1.48 ppb,53 ppb,
City of Glenn Heights,Nitrite,0.00650 ppm,,1 ppm
City of Glenn Heights,Strontium,0.348 ppb,"1,500 ppb",
City of Glenn Heights,None,,,
Danieldale Community Water Service,Arsenic*,0.297 ppb,0.004 ppb,10 ppb
Danieldale Community Water Service,Bromate*,1.23 ppb,0.1 ppb,10 ppb
Danieldale Community Water Service,Bromochloroacetic acid,3.61 ppb,0.02 ppb,
Danieldale Community Water Service,Bromodichloromethane,4.69 ppb,0.06 ppb,
Danieldale Community Water Service,Chloroform,6.04 ppb,0.4 ppb,
Danieldale Community Water Service,Chromium (hexavalent)*,0.275 ppb,0.02 ppb,
Danieldale Community Water Service,Dibromoacetic acid,1.94 ppb,0.04 ppb,
Danieldale Community Water Service,Dibromochloromethane,2.88 ppb,0.1 ppb,
Danieldale Community Water Service,Dichloroacetic acid,7.88 ppb,0.2 ppb,
Danieldale Community Water Service,Haloacetic acids (HAA5)†,12.7 ppb,0.1 ppb,60 ppb
Danieldale Community Water Service,Haloacetic acids (HAA9)†,13.0 ppb,0.06 ppb,
Danieldale Community Water Service,Nitrate,0.626 ppm,0.14 ppm,10 ppm
Danieldale Community Water Service,Nitrate and nitrite,0.578 ppm,0.14 ppm,10 ppm
Danieldale Community Water Service,Total trihalomethanes (TTHMs)†,14.3 ppb,0.15 ppb,80 ppb
Danieldale Community Water Service,Trichloroacetic acid,1.10 ppb,0.1 ppb,
Danieldale Community Water Service,Acetone*,12.0 ppb,,
Danieldale Community Water Service,Aluminum*,19.9 ppb,600 ppb,
Danieldale Community Water Service,Antimony*,0.0506 ppb,1 ppb,6 ppb
Danieldale Community Water Service,Atrazine*,0.108 ppb,0.1 ppb,3 ppb
Danieldale Community Water Service,Barium*,24.7 ppb,700 ppb,"2,000 ppb"
Danieldale Community Water Service,Bromoform,0.689 ppb,0.5 ppb,
Danieldale Community Water Service,Chlorate*,12.6 ppb,210 ppb,
Danieldale Community Water Service,Chloromethane*,0.0497 ppb,2.69 ppb,
Danieldale Community Water Service,Chromium (total)*,0.529 ppb,,100 ppb
Danieldale Community Water Service,Cyanide*,44.4 ppb,,200 ppb
Danieldale Community Water Service,Di(2-ethylhexyl) phthalate*,0.133 ppb,3 ppb,6 ppb
Danieldale Community Water Service,Fluoride*,0.569 ppm,,4 ppm
Danieldale Community Water Service,Manganese,1.71 ppb,100 ppb,
Danieldale Community Water Service,Molybdenum*,1.70 ppb,40 ppb,
Danieldale Community Water Service,Monobromoacetic acid,0.458 ppb,25 ppb,
Danieldale Community Water Service,Monochloroacetic acid,1.36 ppb,53 ppb,
Danieldale Community Water Service,Nitrite,0.00375 ppm,,1 ppm
Danieldale Community Water Service,Selenium*,0.723 ppb,30 ppb,50 ppb
Danieldale Community Water Service,Simazine*,0.0483 ppb,0.1 ppb,4 ppb
Danieldale Community Water Service,Strontium*,0.305 ppb,"1,500 ppb",
Danieldale Community Water Service,Vanadium*,0.117 ppb,21 ppb,
Danieldale Community Water Service,None,,,
City of Cedar Hill,Arsenic,0.405 ppb,0.004 ppb,10 ppb
City of Cedar Hill,Bromochloroacetic acid,4.32 ppb,0.02 ppb,
City of Cedar Hill,Bromodichloromethane,5.88 ppb,0.06 ppb,
City of Cedar Hill,Chloroform,6.40 ppb,0.4 ppb,
City of Cedar Hill,Chromium (hexavalent),0.112 ppb,0.02 ppb,
City of Cedar Hill,Dibromoacetic acid,1.94 ppb,0.04 ppb,
City of Cedar Hill,Dibromochloromethane,3.77 ppb,0.1 ppb,
City of Cedar Hill,Dichloroacetic acid,8.94 ppb,0.2 ppb,
City of Cedar Hill,Haloacetic acids (HAA5)†,14.4 ppb,0.1 ppb,60 ppb
City of Cedar Hill,Haloacetic acids (HAA9)†,13.6 ppb,0.06 ppb,
City of Cedar Hill,Nitrate,0.507 ppm,0.14 ppm,10 ppm
City of Cedar Hill,Nitrate and nitrite,0.451 ppm,0.14 ppm,10 ppm
City of Cedar Hill,Total trihalomethanes (TTHMs)†,17.4 ppb,0.15 ppb,80 ppb
City of Cedar Hill,Trichloroacetic acid,1.21 ppb,0.1 ppb,
City of Cedar Hill,Acetone,5.78 ppb,,
City of Cedar Hill,Aluminum,19.5 ppb,600 ppb,
City of Cedar Hill,Atrazine,0.0333 ppb,0.1 ppb,3 ppb
City of Cedar Hill,Barium,35.0 ppb,700 ppb,"2,000 ppb"
City of Cedar Hill,Bromochloromethane,0.0521 ppb,,
City of Cedar Hill,Bromoform,0.999 ppb,0.5 ppb,
City of Cedar Hill,Chlorate,30.8 ppb,210 ppb,
City of Cedar Hill,Chromium (total),0.177 ppb,,100 ppb
City of Cedar Hill,Cyanide,3.64 ppb,,200 ppb
City of Cedar Hill,Ethylbenzene,0.268 ppb,300 ppb,700 ppb
City of Cedar Hill,Fluoride,0.886 ppm,,4 ppm
City of Cedar Hill,Manganese,0.671 ppb,100 ppb,
City of Cedar Hill,Methyl ethyl ketone,0.321 ppb,,
City of Cedar Hill,Methyl isobutyl ketone,2.22 ppb,,
City of Cedar Hill,Metolachlor,0.0500 ppb,,
City of Cedar Hill,Molybdenum,1.23 ppb,40 ppb,
City of Cedar Hill,Monobromoacetic acid,0.424 ppb,25 ppb,
City of Cedar Hill,Monochloroacetic acid,1.88 ppb,53 ppb,
City of Cedar Hill,Nitrite,0.00440 ppm,,1 ppm
City of Cedar Hill,Selenium,0.550 ppb,30 ppb,50 ppb
City of Cedar Hill,Simazine,0.0217 ppb,0.1 ppb,4 ppb
City of Cedar Hill,Strontium,0.429 ppb,"1,500 ppb",
City of Cedar Hill,Vanadium,0.0583 ppb,21 ppb,
City of Cedar Hill,Xylenes (total),1.69 ppb,"1,800 ppb","10,000 ppb"
City of Cedar Hill,None,,,
City of Edgewood,Arsenic,0.200 ppb,0.004 ppb,10 ppb
City of Edgewood,Bromochloroacetic acid,4.99 ppb,0.02 ppb,
City of Edgewood,Bromodichloromethane,8.13 ppb,0.06 ppb,
City of Edgewood,Chloroform,29.8 ppb,0.4 ppb,
City of Edgewood,Dibromoacetic acid,0.290 ppb,0.04 ppb,
City of Edgewood,Dibromochloromethane,0.744 ppb,0.1 ppb,
City of Edgewood,Dichloroacetic acid,28.9 ppb,0.2 ppb,
City of Edgewood,Haloacetic acids (HAA5)†,46.0 ppb,0.1 ppb,60 ppb
City of Edgewood,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
City of Edgewood,Total trihalomethanes (TTHMs)†,39.1 ppb,0.15 ppb,80 ppb
City of Edgewood,Trichloroacetic acid,13.8 ppb,0.1 ppb,
City of Edgewood,Acetone,5.97 ppb,,
City of Edgewood,Aluminum,52.0 ppb,600 ppb,
City of Edgewood,Atrazine,0.0833 ppb,0.1 ppb,3 ppb
City of Edgewood,Barium,54.8 ppb,700 ppb,"2,000 ppb"
City of Edgewood,Chloromethane,0.107 ppb,2.69 ppb,
City of Edgewood,Chromium (total),0.102 ppb,,100 ppb
City of Edgewood,Cyanide,55.5 ppb,,200 ppb
City of Edgewood,Di(2-ethylhexyl) phthalate,1.58 ppb,3 ppb,6 ppb
City of Edgewood,Fluoride,0.129 ppm,,4 ppm
City of Edgewood,Manganese,79.7 ppb,100 ppb,
City of Edgewood,Methyl ethyl ketone,0.618 ppb,,
City of Edgewood,Monobromoacetic acid,0.296 ppb,25 ppb,
City of Edgewood,Monochloroacetic acid,3.71 ppb,53 ppb,
City of Edgewood,Nitrate,0.200 ppm,0.14 ppm,10 ppm
City of Edgewood,Xylenes (total),0.508 ppb,"1,800 ppb","10,000 ppb"
City of Edgewood,None,,,
Rural Bardwell Water Supply Corporation,Atrazine,0.290 ppb,0.1 ppb,3 ppb
Rural Bardwell Water Supply Corporation,Bromochloroacetic acid,7.05 ppb,0.02 ppb,
Rural Bardwell Water Supply Corporation,Bromodichloromethane,14.1 ppb,0.06 ppb,
Rural Bardwell Water Supply Corporation,Bromoform,4.89 ppb,0.5 ppb,
Rural Bardwell Water Supply Corporation,Chloroform,29.3 ppb,0.4 ppb,
Rural Bardwell Water Supply Corporation,Dibromoacetic acid,2.74 ppb,0.04 ppb,
Rural Bardwell Water Supply Corporation,Dibromochloromethane,7.88 ppb,0.1 ppb,
Rural Bardwell Water Supply Corporation,Dichloroacetic acid,17.9 ppb,0.2 ppb,
Rural Bardwell Water Supply Corporation,Haloacetic acids (HAA5)†,30.9 ppb,0.1 ppb,60 ppb
Rural Bardwell Water Supply Corporation,Nitrate,0.702 ppm,0.14 ppm,10 ppm
Rural Bardwell Water Supply Corporation,Nitrate and nitrite,1.13 ppm,0.14 ppm,10 ppm
Rural Bardwell Water Supply Corporation,Total trihalomethanes (TTHMs)†,59.0 ppb,0.15 ppb,80 ppb
Rural Bardwell Water Supply Corporation,Trichloroacetic acid,7.81 ppb,0.1 ppb,
Rural Bardwell Water Supply Corporation,Aluminum,28.5 ppb,600 ppb,
Rural Bardwell Water Supply Corporation,Antimony,0.105 ppb,1 ppb,6 ppb
Rural Bardwell Water Supply Corporation,Barium,38.0 ppb,700 ppb,"2,000 ppb"
Rural Bardwell Water Supply Corporation,Cyanide,15.3 ppb,,200 ppb
Rural Bardwell Water Supply Corporation,Fluoride,1.73 ppm,,4 ppm
Rural Bardwell Water Supply Corporation,Manganese,3.34 ppb,100 ppb,
Rural Bardwell Water Supply Corporation,Metolachlor,0.0429 ppb,,
Rural Bardwell Water Supply Corporation,Monobromoacetic acid,1.01 ppb,25 ppb,
Rural Bardwell Water Supply Corporation,Monochloroacetic acid,1.42 ppb,53 ppb,
Rural Bardwell Water Supply Corporation,Simazine,0.0629 ppb,0.1 ppb,4 ppb
Rural Bardwell Water Supply Corporation,None,,,
City of Ennis,Arsenic,0.625 ppb,0.004 ppb,10 ppb
City of Ennis,Bromochloroacetic acid,6.31 ppb,0.02 ppb,
City of Ennis,Bromodichloromethane,16.3 ppb,0.06 ppb,
City of Ennis,Bromoform,2.18 ppb,0.5 ppb,
City of Ennis,Chloroform,15.0 ppb,0.4 ppb,
City of Ennis,Dibromoacetic acid,2.41 ppb,0.04 ppb,
City of Ennis,Dibromochloromethane,10.9 ppb,0.1 ppb,
City of Ennis,Dichloroacetic acid,8.21 ppb,0.2 ppb,
City of Ennis,Haloacetic acids (HAA5)†,17.5 ppb,0.1 ppb,60 ppb
City of Ennis,Haloacetic acids (HAA9)†,24.3 ppb,0.06 ppb,
City of Ennis,Nitrate,0.514 ppm,0.14 ppm,10 ppm
City of Ennis,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
City of Ennis,Total trihalomethanes (TTHMs)†,44.7 ppb,0.15 ppb,80 ppb
City of Ennis,Trichloroacetic acid,5.06 ppb,0.1 ppb,
City of Ennis,Acetone,4.79 ppb,,
City of Ennis,Aluminum,19.7 ppb,600 ppb,
City of Ennis,Antimony,0.0817 ppb,1 ppb,6 ppb
City of Ennis,Atrazine,0.123 ppb,0.1 ppb,3 ppb
City of Ennis,Barium,61.7 ppb,700 ppb,"2,000 ppb"
City of Ennis,Chromium (hexavalent),0.00527 ppb,0.02 ppb,
City of Ennis,Chromium (total),0.509 ppb,,100 ppb
City of Ennis,Cyanide,75.3 ppb,,200 ppb
City of Ennis,Fluoride,0.507 ppm,,4 ppm
City of Ennis,Germanium,0.175 ppb,,
City of Ennis,Manganese,0.936 ppb,100 ppb,
City of Ennis,Methyl ethyl ketone,0.543 ppb,,
City of Ennis,Metolachlor,0.0333 ppb,,
City of Ennis,Molybdenum,4.79 ppb,40 ppb,
City of Ennis,Monobromoacetic acid,0.892 ppb,25 ppb,
City of Ennis,Monochloroacetic acid,0.915 ppb,53 ppb,
City of Ennis,Selenium,0.650 ppb,30 ppb,50 ppb
City of Ennis,Strontium,0.497 ppb,"1,500 ppb",
City of Ennis,Vanadium,0.635 ppb,21 ppb,
City of Ennis,None,,,
East Garrett Water Supply Corporation,Arsenic*,0.625 ppb,0.004 ppb,10 ppb
East Garrett Water Supply Corporation,Bromochloroacetic acid,6.90 ppb,0.02 ppb,
East Garrett Water Supply Corporation,Bromodichloromethane,15.0 ppb,0.06 ppb,
East Garrett Water Supply Corporation,Bromoform,2.14 ppb,0.5 ppb,
East Garrett Water Supply Corporation,Chloroform,14.1 ppb,0.4 ppb,
East Garrett Water Supply Corporation,Dibromoacetic acid,2.51 ppb,0.04 ppb,
East Garrett Water Supply Corporation,Dibromochloromethane,10.3 ppb,0.1 ppb,
East Garrett Water Supply Corporation,Dichloroacetic acid,9.55 ppb,0.2 ppb,
East Garrett Water Supply Corporation,Haloacetic acids (HAA5)†,18.8 ppb,0.1 ppb,60 ppb
East Garrett Water Supply Corporation,Haloacetic acids (HAA9)*†,24.3 ppb,0.06 ppb,
East Garrett Water Supply Corporation,Nitrate,0.527 ppm,0.14 ppm,10 ppm
East Garrett Water Supply Corporation,Nitrate and nitrite,0.439 ppm,0.14 ppm,10 ppm
East Garrett Water Supply Corporation,"Radium, combined (-226 &amp; -228)*",1.50 pCi/L,0.05 pCi/L,5 pCi/L
East Garrett Water Supply Corporation,Total trihalomethanes (TTHMs)†,41.6 ppb,0.15 ppb,80 ppb
East Garrett Water Supply Corporation,Trichloroacetic acid,5.13 ppb,0.1 ppb,
East Garrett Water Supply Corporation,Acetone*,4.79 ppb,,
East Garrett Water Supply Corporation,Aluminum*,19.7 ppb,600 ppb,
East Garrett Water Supply Corporation,Antimony*,0.0817 ppb,1 ppb,6 ppb
East Garrett Water Supply Corporation,Atrazine*,0.123 ppb,0.1 ppb,3 ppb
East Garrett Water Supply Corporation,Barium*,61.7 ppb,700 ppb,"2,000 ppb"
East Garrett Water Supply Corporation,Chromium (hexavalent)*,0.00527 ppb,0.02 ppb,
