State,Zip,Utility,Population Served,Contaminant_Factor,county_FIPS
TX,76049,Whippoorwill Bay Subdivision,744,330,48221
TX,76049,Mallard Pointe Subdivision,501,212,48221
TX,76049,Boynton Water,192,87,48221
TX,76049,Rancho Brazos Subdivision,441,545,48221
TX,76052,City of Haslet,1720,729,48439
TX,76052,Songbird Addition,360,161,48439
TX,76052,Sun Valley Estates Water Supply,234,146,48439
TX,76052,North Ridge Estates,138,121,48439
TX,76052,City of Rhome,1770,3097,48439
TX,76052,Shale Creek Community,1458,200,48439
TX,76058,North Whispering Meadows Water,66,94,48251
TX,76058,Walden Estates,279,133,48251
TX,76058,Skyline Drive Landowners Association Water System,96,89,48251
TX,76058,Martin Creek Estates,72,127,48251
TX,76063,Knob Hill Water Supply Corporation,93,655,48439
TX,76063,West Park Village,72,228,48439
TX,76065,Lakeview Ranchettes,265,300,48139
TX,76065,Buffalo Hills Water System,531,62,48139
TX,76066,Santo Special Utility District,2775,2470,48367
TX,76066,Sturdivant Progress Water Supply Corporation,2880,2465,48367
TX,76067,City of Mineral Wells,14826,2403,48363
TX,76070,Oak River Ranch,93,1,48425
TX,76071,Chisholm Springs,735,270,48497
TX,76073,West Wise Special Utility District,3354,6778,48497
TX,76073,Windmill Trail,222,734,48497
TX,76073,Stonegate Water,177,461,48497
TX,76078,Hills of Oliver Creek,696,282,48497
TX,76078,Chisholm Hills Estates,843,259,48497
TX,76078,Coyote Ridge Addition,399,112,48497
TX,76078,Sky View Ranch Estates,225,128,48497
TX,76078,Strawberry Estates,129,59,48497
TX,76078,Singing Meadows Subdivision,114,153,48497
TX,76078,Kings Rest Subdivision,90,424,48497
TX,76078,City of Newark,1043,605,48497
TX,76082,Midway Homes,147,29,48367
TX,76082,La Junta,90,565,48367
TX,76082,Deer Butte Subdivision,213,267,48367
TX,76084,Mauka,1020,83,48251
TX,76084,Rancho Villa Subdivision,192,63,48251
TX,76084,Mansfield South,228,94,48251
TX,76084,Southern Acres Water System,27,1780,48251
TX,76085,M&l Water Supply Corporation,504,129,48367
TX,76085,Sandy Acres Addition,198,245,48367
TX,76085,Highland Meadows,42,246,48367
TX,76085,Highland Terrace Apartments,42,261,48367
TX,76087,Harmony Water System,255,0,48367
TX,76087,Westview Enterprises,168,65,48367
TX,76087,Trinity River Estates,48,30,48367
TX,76087,New Progress Water Supply Corporation Enchanted Oaks Subdivisionivis,225,133,48367
TX,76088,Parker County Special Utility District Ground Water,432,176,48367
TX,76088,Lago Lindo Estates,123,192,48367
TX,76088,Woodlands of Parker County & Old Bank,216,249,48367
TX,76088,Saddle Club Estates,465,186,48367
TX,76088,Whitt Water Supply Corporation,141,322,48367
TX,76088,Spanish Park Subdivision,96,103,48367
TX,76092,Town of Westlake,1300,858,48439
TX,76092,South Lake Park Service,110,28,48439
TX,76092,Trophy Club Municipal Utility District 1,8577,652,48439
TX,76106,City of Saginaw,22380,1593,48439
TX,76107,Town of Westover Hills,682,815,48439
TX,76108,City of White Settlement,17204,824,48439
TX,76108,Remuda Ranch Estates,177,170,48439
TX,76108,Town of Lakeside,1350,442,48439
TX,76114,City of River Oaks,7437,2217,48439
TX,76126,Mustang Creek Estates,228,166,48439
TX,76126,Markum Ranch Estates,156,95,48439
TX,76126,Benbrook Village Mobile Home Park,279,393,48439
TX,76126,Treetop Estates,105,75,48439
TX,76126,Bear Creek Estates,57,33,48439
TX,76131,Savanna Estates,354,254,48439
TX,76134,Town of Edgecliff Village,2750,835,48439
TX,76135,Country Oaks Mobile Home Park,141,653,48439
TX,76135,Cottonwood Hills Estates,237,465,48439
TX,76140,City of Everman,5913,133,48439
TX,76140,Heritage Oaks Addition,90,13,48439
TX,76140,Friendly Oaks Water Supply Corporation,122,17,48439
TX,76140,Circle R Ranchettes,135,31,48439
TX,76179,The Resort At Eagle Mountain Lake,1194,817,48439
TX,76179,North Fork Estates,582,537,48439
TX,76179,Prairie Ridge Estates,315,520,48439
TX,76179,Eagles Nest,84,359,48439
TX,76179,Chart House Condominium,75,587,48439
TX,76203,Lake Cities Municipal Utility Authority,16533,962,48121
TX,76207,Bolivar Water Supply Corporation,8900,172,48121
TX,76207,South Fork Mobile Home Park,1005,336,48121
TX,76207,Denton Estates Mobile Home Park,156,9,48121
TX,76208,Mullins Mobile Home Park,87,38,48121
TX,76208,Vacation Village,1017,65,48121
TX,76208,Woodhaven Mobile Home Community,570,28,48121
TX,76208,Forest Hill Two Water Supply Corporation,108,73,48121
TX,76208,Woodland Hills,108,54,48121
TX,76225,City of Chico,1524,1015,48497
TX,76226,Stonecrest Estates,363,174,48121
TX,76226,Stonebridge Water Supply Corporation,48,629,48121
TX,76227,Black Rock Water Supply Corporation,1545,61,48121
TX,76227,Mustang Special Utility District Countryview Estates,60,941,48121
TX,76227,Brittany Hill Water Association,177,91,48121
TX,76227,Lakeview Water Co-op,66,87,48121
TX,76228,City of Bowie,5219,118,48077
TX,76230,Amon G Carter Lake Water Supply Corporation,801,980,48337
TX,76234,City of Decatur,6193,1950,48497
TX,76234,Highland Hills,342,177,48497
TX,76234,Reatta Estates,276,371,48497
TX,76234,Decatur Acres Water,243,553,48497
TX,76234,Wildwood Naturists Resort Water System,150,639,48497
TX,76240,City of Callisburg,1500,183,48097
TX,76240,Thackerville,2000,252,48097
TX,76240,Myra Water System,210,159,48097
TX,76240,Moss Lake Water Supply Corporation,216,140,48097
TX,76241,City of Gainesville,16200,1256,48097
TX,76241,City of Muenster,1556,354,48097
TX,76241,Frf Water Systems 1 3 4 5 6 7 8,342,217,48097
TX,76241,Shenandoah Estates,270,266,48097
TX,76241,Walnut Bend Independent School District,139,70,48097
TX,76245,Sherwood Shores,1830,254,48181
TX,76247,Hanby Acres,279,243,48121
TX,76247,Meadow Ranch Water System,36,33,48121
TX,76249,Spring Hill Estates,246,153,48121
TX,76367,Horseshoe Bend Estates,100,1750,48485
TX,76681,City of Richland,792,976,48349
TX,77320,Walker County Special Utility District A,1590,101,48471
TX,77429,Cypress Village Trailer & Rv Park,87,71,48201
TX,77535,Walnut Creek Subdivision,621,3360,48291
TX,78025,Cypress Springs,279,190,48265
TX,78635,Oak Ridge Water Supply Corporation,27,154,48031
TX,78639,City of Highland Haven Water System,720,561,48299
TX,79002,Texas Department of Criminal Justice Baten & Jordan Units,1500,581,48179
