Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Nevada State Veterans Home Boulder City,Total trihalomethanes (TTHMs)†,105.9 ppb,0.15 ppb,80 ppb
Nevada State Veterans Home Boulder City,Trichloroacetic acid,7.94 ppb,0.1 ppb,
Nevada State Veterans Home Boulder City,Chlorate*,14.1 ppb,210 ppb,
Nevada State Veterans Home Boulder City,Chromium (total)*,0.174 ppb,,100 ppb
Nevada State Veterans Home Boulder City,Fluoride*,0.701 ppm,,4 ppm
Nevada State Veterans Home Boulder City,Molybdenum*,4.36 ppb,40 ppb,
Nevada State Veterans Home Boulder City,Monobromoacetic acid,0.963 ppb,25 ppb,
Nevada State Veterans Home Boulder City,Monochloroacetic acid,6.09 ppb,53 ppb,
Nevada State Veterans Home Boulder City,Strontium*,1.11 ppb,"1,500 ppb",
Nevada State Veterans Home Boulder City,Vanadium*,1.66 ppb,21 ppb,
City of Henderson,Arsenic,1.45 ppb,0.004 ppb,10 ppb
City of Henderson,Bromodichloromethane,17.9 ppb,0.06 ppb,
City of Henderson,Bromoform,2.26 ppb,0.5 ppb,
City of Henderson,Chloroform,22.8 ppb,0.4 ppb,
City of Henderson,Chromium (hexavalent),0.0571 ppb,0.02 ppb,
City of Henderson,Dibromoacetic acid,3.01 ppb,0.04 ppb,
City of Henderson,Dibromochloromethane,13.0 ppb,0.1 ppb,
City of Henderson,Dichloroacetic acid,10.6 ppb,0.2 ppb,
City of Henderson,Haloacetic acids (HAA5)†,19.6 ppb,0.1 ppb,60 ppb
City of Henderson,Haloacetic acids (HAA9)†,34.7 ppb,0.06 ppb,
City of Henderson,Nitrate,0.559 ppm,0.14 ppm,10 ppm
City of Henderson,Nitrate and nitrite,0.559 ppm,0.14 ppm,10 ppm
City of Henderson,"Radium, combined (-226 &amp; -228)",0.12 pCi/L,0.05 pCi/L,5 pCi/L
City of Henderson,Total trihalomethanes (TTHMs)†,56.0 ppb,0.15 ppb,80 ppb
City of Henderson,Trichloroacetic acid,5.63 ppb,0.1 ppb,
City of Henderson,Uranium,2.57 pCi/L,0.43 pCi/L,20 pCi/L
City of Henderson,Barium,112.9 ppb,700 ppb,"2,000 ppb"
City of Henderson,Bromochloromethane,0.00623 ppb,,
City of Henderson,Chlorate,107.9 ppb,210 ppb,
City of Henderson,Chromium (total),0.119 ppb,,100 ppb
City of Henderson,Di(2-ethylhexyl) phthalate,0.0833 ppb,3 ppb,6 ppb
City of Henderson,Diquat,0.0343 ppb,6 ppb,20 ppb
City of Henderson,Fluoride,0.716 ppm,,4 ppm
City of Henderson,Glyphosate,0.364 ppb,5 ppb,700 ppb
City of Henderson,Manganese,0.0153 ppb,100 ppb,
City of Henderson,Molybdenum,2.44 ppb,40 ppb,
City of Henderson,Monobromoacetic acid,0.200 ppb,25 ppb,
City of Henderson,Monochloroacetic acid,0.162 ppb,53 ppb,
City of Henderson,Perchlorate,1.94 ppb,1 ppb,
City of Henderson,Selenium,2.47 ppb,30 ppb,50 ppb
City of Henderson,Strontium,1.18 ppb,"1,500 ppb",
City of Henderson,Vanadium,0.718 ppb,21 ppb,
City of Henderson,None,,,
Goldfield Town Water,Arsenic,7.88 ppb,0.004 ppb,10 ppb
Goldfield Town Water,Bromodichloromethane,0.200 ppb,0.06 ppb,
Goldfield Town Water,Dibromochloromethane,0.336 ppb,0.1 ppb,
Goldfield Town Water,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Goldfield Town Water,Nitrate,1.45 ppm,0.14 ppm,10 ppm
Goldfield Town Water,Nitrate and nitrite,1.35 ppm,0.14 ppm,10 ppm
Goldfield Town Water,"Radium, combined (-226 &amp; -228)",1.18 pCi/L,0.05 pCi/L,5 pCi/L
Goldfield Town Water,Total trihalomethanes (TTHMs)†,1.30 ppb,0.15 ppb,80 ppb
Goldfield Town Water,Trichloroacetic acid,1.40 ppb,0.1 ppb,
Goldfield Town Water,Uranium,3.35 pCi/L,0.43 pCi/L,20 pCi/L
Goldfield Town Water,Aluminum,2.31 ppb,600 ppb,
Goldfield Town Water,Barium,26.5 ppb,700 ppb,"2,000 ppb"
Goldfield Town Water,Bromoform,0.476 ppb,0.5 ppb,
Goldfield Town Water,Chloroform,0.129 ppb,0.4 ppb,
Goldfield Town Water,Chromium (total),2.00 ppb,,100 ppb
Goldfield Town Water,Ethylbenzene,0.250 ppb,300 ppb,700 ppb
Goldfield Town Water,Fluoride,0.929 ppm,,4 ppm
Goldfield Town Water,Toluene,0.0250 ppb,150 ppb,"1,000 ppb"
Goldfield Town Water,Xylenes (total),1.60 ppb,"1,800 ppb","10,000 ppb"
Goldfield Town Water,None,,,
Silver Peak Water System,Arsenic,1.60 ppb,0.004 ppb,10 ppb
Silver Peak Water System,Haloacetic acids (HAA5)†,6.10 ppb,0.1 ppb,60 ppb
Silver Peak Water System,Nitrate,0.665 ppm,0.14 ppm,10 ppm
Silver Peak Water System,Nitrate and nitrite,1.54 ppm,0.14 ppm,10 ppm
Silver Peak Water System,"Radium, combined (-226 &amp; -228)",0.92 pCi/L,0.05 pCi/L,5 pCi/L
Silver Peak Water System,Radon,615.00 pCi/L,1.5 pCi/L,
Silver Peak Water System,Trichloroacetic acid,6.10 ppb,0.1 ppb,
Silver Peak Water System,Uranium,8.33 pCi/L,0.43 pCi/L,20 pCi/L
Silver Peak Water System,Aluminum,3.15 ppb,600 ppb,
Silver Peak Water System,Barium,49.0 ppb,700 ppb,"2,000 ppb"
Silver Peak Water System,Bromoform,0.213 ppb,0.5 ppb,
Silver Peak Water System,Chromium (total),1.000 ppb,,100 ppb
Silver Peak Water System,Dibromochloromethane,0.0867 ppb,0.1 ppb,
Silver Peak Water System,Fluoride,0.300 ppm,,4 ppm
Silver Peak Water System,Manganese,2.53 ppb,100 ppb,
Silver Peak Water System,Total trihalomethanes (TTHMs)†,0.300 ppb,0.15 ppb,80 ppb
Silver Peak Water System,None,,,
Boulder City,Arsenic*,1.81 ppb,0.004 ppb,10 ppb
Boulder City,Bromate*,5.37 ppb,0.1 ppb,10 ppb
Boulder City,Bromodichloromethane,16.0 ppb,0.06 ppb,
Boulder City,Bromoform,1.81 ppb,0.5 ppb,
Boulder City,Chloroform,20.2 ppb,0.4 ppb,
Boulder City,Chromium (hexavalent),0.0623 ppb,0.02 ppb,
Boulder City,Dibromoacetic acid,3.20 ppb,0.04 ppb,
Boulder City,Dibromochloromethane,11.8 ppb,0.1 ppb,
Boulder City,Dichloroacetic acid,11.9 ppb,0.2 ppb,
Boulder City,Haloacetic acids (HAA5)†,22.1 ppb,0.1 ppb,60 ppb
Boulder City,Haloacetic acids (HAA9)†,41.1 ppb,0.06 ppb,
Boulder City,Nitrate*,0.438 ppm,0.14 ppm,10 ppm
Boulder City,Nitrate and nitrite*,0.438 ppm,0.14 ppm,10 ppm
Boulder City,"Radium, combined (-226 &amp; -228)*",0.16 pCi/L,0.05 pCi/L,5 pCi/L
Boulder City,Total trihalomethanes (TTHMs)†,49.8 ppb,0.15 ppb,80 ppb
Boulder City,Trichloroacetic acid,6.23 ppb,0.1 ppb,
Boulder City,Uranium*,2.60 pCi/L,0.43 pCi/L,20 pCi/L
Boulder City,Aluminum*,0.688 ppb,600 ppb,
Boulder City,Asbestos*,0.18 MFL,,7 MFL
Boulder City,Barium*,118.8 ppb,700 ppb,"2,000 ppb"
Boulder City,Bromide*,26.2 ppb,,
Boulder City,Chlorate,14.1 ppb,210 ppb,
Boulder City,Chromium (total),0.174 ppb,,100 ppb
Boulder City,Cyanide*,0.0415 ppb,,200 ppb
Boulder City,Di(2-ethylhexyl) adipate*,0.00385 ppb,200 ppb,400 ppb
Boulder City,Di(2-ethylhexyl) phthalate*,0.0238 ppb,3 ppb,6 ppb
Boulder City,Fluoride,0.701 ppm,,4 ppm
Boulder City,Glyphosate*,0.255 ppb,5 ppb,700 ppb
Boulder City,Molybdenum,4.36 ppb,40 ppb,
Boulder City,Monobromoacetic acid,0.273 ppb,25 ppb,
Boulder City,Monochloroacetic acid,0.435 ppb,53 ppb,
Boulder City,Perchlorate*,0.603 ppb,1 ppb,
Boulder City,Selenium*,2.23 ppb,30 ppb,50 ppb
Boulder City,Strontium,1.11 ppb,"1,500 ppb",
Boulder City,Thallium*,0.00174 ppb,0.1 ppb,2 ppb
Boulder City,Vanadium,1.66 ppb,21 ppb,
Boulder City,None,,,
Sky Ranch Estates,Fluoride,2.11 ppm,,4 ppm
Sky Ranch Estates,Uranium,0.45 pCi/L,0.43 pCi/L,20 pCi/L
Sky Ranch Estates,None,,,
Nellis Air Force Base,Arsenic,2.44 ppb,0.004 ppb,10 ppb
Nellis Air Force Base,Bromodichloromethane,18.6 ppb,0.06 ppb,
Nellis Air Force Base,Bromoform,1.84 ppb,0.5 ppb,
Nellis Air Force Base,Chloroform,27.2 ppb,0.4 ppb,
Nellis Air Force Base,Dibromoacetic acid,2.83 ppb,0.04 ppb,
Nellis Air Force Base,Dibromochloromethane,12.4 ppb,0.1 ppb,
Nellis Air Force Base,Dichloroacetic acid,12.7 ppb,0.2 ppb,
Nellis Air Force Base,Haloacetic acids (HAA5)†,24.5 ppb,0.1 ppb,60 ppb
Nellis Air Force Base,Haloacetic acids (HAA9)†,34.0 ppb,0.06 ppb,
Nellis Air Force Base,Nitrate,0.424 ppm,0.14 ppm,10 ppm
Nellis Air Force Base,Nitrate and nitrite,0.422 ppm,0.14 ppm,10 ppm
Nellis Air Force Base,Total trihalomethanes (TTHMs)†,59.9 ppb,0.15 ppb,80 ppb
Nellis Air Force Base,Trichloroacetic acid,8.10 ppb,0.1 ppb,
Nellis Air Force Base,Uranium,1.55 pCi/L,0.43 pCi/L,20 pCi/L
Nellis Air Force Base,Aluminum,2.64 ppb,600 ppb,
Nellis Air Force Base,Barium,104.5 ppb,700 ppb,"2,000 ppb"
Nellis Air Force Base,Bromide,17.6 ppb,,
Nellis Air Force Base,Fluoride,0.651 ppm,,4 ppm
Nellis Air Force Base,Monobromoacetic acid,0.332 ppb,25 ppb,
Nellis Air Force Base,Monochloroacetic acid,0.566 ppb,53 ppb,
Nellis Air Force Base,Selenium,1.74 ppb,30 ppb,50 ppb
Nellis Air Force Base,None,,,
North Las Vegas Utilities,Arsenic,1.70 ppb,0.004 ppb,10 ppb
North Las Vegas Utilities,Bromodichloromethane,17.5 ppb,0.06 ppb,
North Las Vegas Utilities,Bromoform,1.85 ppb,0.5 ppb,
North Las Vegas Utilities,Chloroform,22.1 ppb,0.4 ppb,
North Las Vegas Utilities,Chromium (hexavalent),0.192 ppb,0.02 ppb,
North Las Vegas Utilities,Dibromoacetic acid,3.20 ppb,0.04 ppb,
North Las Vegas Utilities,Dibromochloromethane,12.4 ppb,0.1 ppb,
North Las Vegas Utilities,Dichloroacetic acid,11.8 ppb,0.2 ppb,
North Las Vegas Utilities,Haloacetic acids (HAA5)†,21.5 ppb,0.1 ppb,60 ppb
North Las Vegas Utilities,Haloacetic acids (HAA9)†,39.6 ppb,0.06 ppb,
North Las Vegas Utilities,Nitrate,0.529 ppm,0.14 ppm,10 ppm
North Las Vegas Utilities,Nitrate and nitrite,0.532 ppm,0.14 ppm,10 ppm
North Las Vegas Utilities,"Radium, combined (-226 &amp; -228)",0.75 pCi/L,0.05 pCi/L,5 pCi/L
North Las Vegas Utilities,Total trihalomethanes (TTHMs)†,53.9 ppb,0.15 ppb,80 ppb
North Las Vegas Utilities,Trichloroacetic acid,6.34 ppb,0.1 ppb,
North Las Vegas Utilities,Uranium,1.39 pCi/L,0.43 pCi/L,20 pCi/L
North Las Vegas Utilities,Barium,95.2 ppb,700 ppb,"2,000 ppb"
North Las Vegas Utilities,Bromide,4.74 ppb,,
North Las Vegas Utilities,Chlorate,13.3 ppb,210 ppb,
North Las Vegas Utilities,Chromium (total),0.174 ppb,,100 ppb
North Las Vegas Utilities,Fluoride,0.647 ppm,,4 ppm
North Las Vegas Utilities,Molybdenum,2.34 ppb,40 ppb,
North Las Vegas Utilities,Monobromoacetic acid,0.215 ppb,25 ppb,
North Las Vegas Utilities,Monochloroacetic acid,0.324 ppb,53 ppb,
North Las Vegas Utilities,Selenium,1.000 ppb,30 ppb,50 ppb
North Las Vegas Utilities,Strontium,1.04 ppb,"1,500 ppb",
North Las Vegas Utilities,Vanadium,0.985 ppb,21 ppb,
North Las Vegas Utilities,None,,,
Las Vegas Valley Water District,Arsenic,1.78 ppb,0.004 ppb,10 ppb
Las Vegas Valley Water District,Bromodichloromethane,15.7 ppb,0.06 ppb,
Las Vegas Valley Water District,Bromoform,2.20 ppb,0.5 ppb,
Las Vegas Valley Water District,Chloroform,21.5 ppb,0.4 ppb,
Las Vegas Valley Water District,Chromium (hexavalent),0.204 ppb,0.02 ppb,
Las Vegas Valley Water District,Dibromoacetic acid,3.69 ppb,0.04 ppb,
Las Vegas Valley Water District,Dibromochloromethane,11.8 ppb,0.1 ppb,
Las Vegas Valley Water District,Dichloroacetic acid,13.7 ppb,0.2 ppb,
Las Vegas Valley Water District,Haloacetic acids (HAA5)†,24.6 ppb,0.1 ppb,60 ppb
Las Vegas Valley Water District,Haloacetic acids (HAA9)†,43.2 ppb,0.06 ppb,
Las Vegas Valley Water District,Nitrate,1.82 ppm,0.14 ppm,10 ppm
Las Vegas Valley Water District,Nitrate and nitrite,1.81 ppm,0.14 ppm,10 ppm
Las Vegas Valley Water District,Total trihalomethanes (TTHMs)†,51.2 ppb,0.15 ppb,80 ppb
Las Vegas Valley Water District,Trichloroacetic acid,6.23 ppb,0.1 ppb,
Las Vegas Valley Water District,Uranium,1.41 pCi/L,0.43 pCi/L,20 pCi/L
Las Vegas Valley Water District,"2,4-D",0.000906 ppb,20 ppb,70 ppb
Las Vegas Valley Water District,Aluminum,0.451 ppb,600 ppb,
Las Vegas Valley Water District,Barium,61.0 ppb,700 ppb,"2,000 ppb"
Las Vegas Valley Water District,Bromide,57.0 ppb,,
Las Vegas Valley Water District,Chlorate,79.5 ppb,210 ppb,
Las Vegas Valley Water District,Chromium (total),0.0732 ppb,,100 ppb
Las Vegas Valley Water District,Di(2-ethylhexyl) phthalate,0.0469 ppb,3 ppb,6 ppb
Las Vegas Valley Water District,Fluoride,0.475 ppm,,4 ppm
Las Vegas Valley Water District,Manganese,1.11 ppb,100 ppb,
Las Vegas Valley Water District,Molybdenum,0.472 ppb,40 ppb,
Las Vegas Valley Water District,Monobromoacetic acid,0.254 ppb,25 ppb,
Las Vegas Valley Water District,Monochloroacetic acid,0.738 ppb,53 ppb,
Las Vegas Valley Water District,"Radium, combined (-226 &amp; -228)",0.01 pCi/L,0.05 pCi/L,5 pCi/L
Las Vegas Valley Water District,Selenium,1.63 ppb,30 ppb,50 ppb
Las Vegas Valley Water District,Strontium,0.957 ppb,"1,500 ppb",
Las Vegas Valley Water District,Testosterone,0.0110 ppt,,
Las Vegas Valley Water District,Vanadium,0.242 ppb,21 ppb,
Las Vegas Valley Water District,None,,,
Virgin Valley Water District,Arsenic,4.93 ppb,0.004 ppb,10 ppb
Virgin Valley Water District,Bromodichloromethane,0.137 ppb,0.06 ppb,
Virgin Valley Water District,Bromoform,2.04 ppb,0.5 ppb,
Virgin Valley Water District,Chromium (hexavalent),2.53 ppb,0.02 ppb,
Virgin Valley Water District,Dibromoacetic acid,0.850 ppb,0.04 ppb,
Virgin Valley Water District,Dibromochloromethane,0.766 ppb,0.1 ppb,
Virgin Valley Water District,Haloacetic acids (HAA5)†,0.592 ppb,0.1 ppb,60 ppb
Virgin Valley Water District,Haloacetic acids (HAA9)†,4.09 ppb,0.06 ppb,
Virgin Valley Water District,Nitrate,0.606 ppm,0.14 ppm,10 ppm
Virgin Valley Water District,Nitrate and nitrite,0.606 ppm,0.14 ppm,10 ppm
Virgin Valley Water District,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Virgin Valley Water District,Radon,185.40 pCi/L,1.5 pCi/L,
Virgin Valley Water District,Total trihalomethanes (TTHMs)†,4.44 ppb,0.15 ppb,80 ppb
Virgin Valley Water District,Uranium,3.06 pCi/L,0.43 pCi/L,20 pCi/L
Virgin Valley Water District,"1,2,4-Trimethylbenzene",0.0479 ppb,,
Virgin Valley Water District,Antimony,0.1000 ppb,1 ppb,6 ppb
Virgin Valley Water District,Barium,34.4 ppb,700 ppb,"2,000 ppb"
Virgin Valley Water District,Chlorate,201.8 ppb,210 ppb,
Virgin Valley Water District,Chloroform,0.0742 ppb,0.4 ppb,
Virgin Valley Water District,Chromium (total),2.82 ppb,,100 ppb
Virgin Valley Water District,Fluoride,0.743 ppm,,4 ppm
Virgin Valley Water District,Germanium,0.557 ppb,,
Virgin Valley Water District,Manganese,1.00 ppb,100 ppb,
Virgin Valley Water District,Methyl isobutyl ketone,1.57 ppb,,
Virgin Valley Water District,Molybdenum,8.51 ppb,40 ppb,
Virgin Valley Water District,Selenium,1.22 ppb,30 ppb,50 ppb
Virgin Valley Water District,Strontium,1.85 ppb,"1,500 ppb",
Virgin Valley Water District,Vanadium,1.77 ppb,21 ppb,
Virgin Valley Water District,None,,,
Sunrise Acres Water Association,Arsenic,2.32 ppb,0.004 ppb,10 ppb
Sunrise Acres Water Association,"Radium, combined (-226 &amp; -228)",0.29 pCi/L,0.05 pCi/L,5 pCi/L
Sunrise Acres Water Association,Radon,128.35 pCi/L,1.5 pCi/L,
Sunrise Acres Water Association,Uranium,1.99 pCi/L,0.43 pCi/L,20 pCi/L
Sunrise Acres Water Association,Aluminum,33.8 ppb,600 ppb,
Sunrise Acres Water Association,Barium,80.7 ppb,700 ppb,"2,000 ppb"
Sunrise Acres Water Association,Chromium (total),8.70 ppb,,100 ppb
Sunrise Acres Water Association,Manganese,2.45 ppb,100 ppb,
Sunrise Acres Water Association,Nitrate,0.149 ppm,0.14 ppm,10 ppm
Sunrise Acres Water Association,Nitrate and nitrite,0.173 ppm,0.14 ppm,10 ppm
Sunrise Acres Water Association,Selenium,1.03 ppb,30 ppb,50 ppb
Sunrise Acres Water Association,None,,,
Rancho Cooperative Water Company,Arsenic,1.13 ppb,0.004 ppb,10 ppb
Rancho Cooperative Water Company,Nitrate,0.701 ppm,0.14 ppm,10 ppm
Rancho Cooperative Water Company,Nitrate and nitrite,0.650 ppm,0.14 ppm,10 ppm
Rancho Cooperative Water Company,"Radium, combined (-226 &amp; -228)",0.26 pCi/L,0.05 pCi/L,5 pCi/L
Rancho Cooperative Water Company,Total trihalomethanes (TTHMs)†,0.683 ppb,0.15 ppb,80 ppb
Rancho Cooperative Water Company,Uranium,2.61 pCi/L,0.43 pCi/L,20 pCi/L
Rancho Cooperative Water Company,Barium,53.7 ppb,700 ppb,"2,000 ppb"
Rancho Cooperative Water Company,Bromoform,0.543 ppb,0.5 ppb,
Rancho Cooperative Water Company,Chloroform,0.0427 ppb,0.4 ppb,
Rancho Cooperative Water Company,Fluoride,0.160 ppm,,4 ppm
Rancho Cooperative Water Company,Methyl ethyl ketone,1.33 ppb,,
Rancho Cooperative Water Company,None,,,
Hillcrest Manor,Nitrate,0.663 ppm,0.14 ppm,10 ppm
Hillcrest Manor,None,,,
Eastland Heights Water Association,Nitrate,0.700 ppm,0.14 ppm,10 ppm
Eastland Heights Water Association,Nitrate and nitrite,0.838 ppm,0.14 ppm,10 ppm
Eastland Heights Water Association,"Radium, combined (-226 &amp; -228)",0.55 pCi/L,0.05 pCi/L,5 pCi/L
Eastland Heights Water Association,Total trihalomethanes (TTHMs)†,0.383 ppb,0.15 ppb,80 ppb
Eastland Heights Water Association,Uranium,1.51 pCi/L,0.43 pCi/L,20 pCi/L
Eastland Heights Water Association,Barium,72.0 ppb,700 ppb,"2,000 ppb"
Eastland Heights Water Association,Bromodichloromethane,0.0530 ppb,0.06 ppb,
Eastland Heights Water Association,Chloroform,0.320 ppb,0.4 ppb,
Eastland Heights Water Association,Di(2-ethylhexyl) phthalate,0.0943 ppb,3 ppb,6 ppb
Eastland Heights Water Association,Fluoride,0.0575 ppm,,4 ppm
Eastland Heights Water Association,Manganese,1.25 ppb,100 ppb,
Eastland Heights Water Association,None,,,
Mount Charleston Water Company,Arsenic,0.700 ppb,0.004 ppb,10 ppb
Mount Charleston Water Company,"Radium, combined (-226 &amp; -228)",0.82 pCi/L,0.05 pCi/L,5 pCi/L
Mount Charleston Water Company,Radon,660.00 pCi/L,1.5 pCi/L,
Mount Charleston Water Company,Uranium,1.42 pCi/L,0.43 pCi/L,20 pCi/L
Mount Charleston Water Company,Aluminum,9.40 ppb,600 ppb,
Mount Charleston Water Company,Barium,24.0 ppb,700 ppb,"2,000 ppb"
Mount Charleston Water Company,Fluoride,0.238 ppm,,4 ppm
Mount Charleston Water Company,Mercury (inorganic),0.730 ppb,1.2 ppb,2 ppb
Mount Charleston Water Company,Nitrate,0.114 ppm,0.14 ppm,10 ppm
Mount Charleston Water Company,Nitrate and nitrite,0.131 ppm,0.14 ppm,10 ppm
Mount Charleston Water Company,None,,,
Cold Creek Canyon Homeowners,"Radium, combined (-226 &amp; -228)",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Cold Creek Canyon Homeowners,Radon,247.35 pCi/L,1.5 pCi/L,
Cold Creek Canyon Homeowners,Uranium,1.46 pCi/L,0.43 pCi/L,20 pCi/L
Cold Creek Canyon Homeowners,Aluminum,17.0 ppb,600 ppb,
Cold Creek Canyon Homeowners,Barium,24.8 ppb,700 ppb,"2,000 ppb"
Cold Creek Canyon Homeowners,Chloroform,0.270 ppb,0.4 ppb,
Cold Creek Canyon Homeowners,Fluoride,0.0183 ppm,,4 ppm
Cold Creek Canyon Homeowners,Heptachlor epoxide,0.00125 ppb,0.006 ppb,0.2 ppb
Cold Creek Canyon Homeowners,Nitrate,0.0425 ppm,0.14 ppm,10 ppm
Cold Creek Canyon Homeowners,Nitrate and nitrite,0.0520 ppm,0.14 ppm,10 ppm
Cold Creek Canyon Homeowners,Toluene,0.0909 ppb,150 ppb,"1,000 ppb"
Cold Creek Canyon Homeowners,None,,,
Baker Water and Sewer Gid,Barium,26.0 ppb,700 ppb,"2,000 ppb"
Baker Water and Sewer Gid,Ethylbenzene,0.267 ppb,300 ppb,700 ppb
Baker Water and Sewer Gid,Nitrate,0.127 ppm,0.14 ppm,10 ppm
Baker Water and Sewer Gid,Nitrate and nitrite,0.160 ppm,0.14 ppm,10 ppm
Baker Water and Sewer Gid,Nitrite,0.0200 ppm,,1 ppm
Baker Water and Sewer Gid,None,,,
Ely Maximum Security Prison Ndoc,Arsenic,2.75 ppb,0.004 ppb,10 ppb
Ely Maximum Security Prison Ndoc,Nitrate,2.56 ppm,0.14 ppm,10 ppm
Ely Maximum Security Prison Ndoc,Nitrate and nitrite,2.10 ppm,0.14 ppm,10 ppm
Ely Maximum Security Prison Ndoc,"Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
Ely Maximum Security Prison Ndoc,Barium,95.0 ppb,700 ppb,"2,000 ppb"
Ely Maximum Security Prison Ndoc,Fluoride,0.0125 ppm,,4 ppm
Ely Maximum Security Prison Ndoc,Manganese,1.67 ppb,100 ppb,
Ely Maximum Security Prison Ndoc,None,,,
Ely Municipal Water Department,Arsenic,2.07 ppb,0.004 ppb,10 ppb
Ely Municipal Water Department,Chromium (hexavalent),0.928 ppb,0.02 ppb,
Ely Municipal Water Department,Dibromoacetic acid,0.183 ppb,0.04 ppb,
Ely Municipal Water Department,Dichloroacetic acid,1.42 ppb,0.2 ppb,
Ely Municipal Water Department,Haloacetic acids (HAA5)†,2.50 ppb,0.1 ppb,60 ppb
Ely Municipal Water Department,Nitrate,2.10 ppm,0.14 ppm,10 ppm
Ely Municipal Water Department,Nitrate and nitrite,1.94 ppm,0.14 ppm,10 ppm
Ely Municipal Water Department,"Radium, combined (-226 &amp; -228)",0.20 pCi/L,0.05 pCi/L,5 pCi/L
Ely Municipal Water Department,Radon,776.90 pCi/L,1.5 pCi/L,
Ely Municipal Water Department,Trichloroacetic acid,0.967 ppb,0.1 ppb,
Ely Municipal Water Department,Uranium,1.19 pCi/L,0.43 pCi/L,20 pCi/L
Ely Municipal Water Department,Alachlor (Lasso),0.00273 ppb,,2 ppb
Ely Municipal Water Department,Aluminum,8.06 ppb,600 ppb,
Ely Municipal Water Department,Barium,90.7 ppb,700 ppb,"2,000 ppb"
Ely Municipal Water Department,Benzo[a]pyrene,0.00157 ppb,0.007 ppb,0.2 ppb
Ely Municipal Water Department,Bromacil,0.00455 ppb,,
Ely Municipal Water Department,Bromodichloromethane,0.0250 ppb,0.06 ppb,
Ely Municipal Water Department,Bromoform,0.0950 ppb,0.5 ppb,
Ely Municipal Water Department,Butachlor,0.00364 ppb,,
Ely Municipal Water Department,Chlorate,3.00 ppb,210 ppb,
Ely Municipal Water Department,Chromium (total),0.474 ppb,,100 ppb
Ely Municipal Water Department,Di(2-ethylhexyl) phthalate,0.211 ppb,3 ppb,6 ppb
Ely Municipal Water Department,Dibromochloromethane,0.0680 ppb,0.1 ppb,
Ely Municipal Water Department,Dimethoate,0.00364 ppb,,
Ely Municipal Water Department,Diquat,0.153 ppb,6 ppb,20 ppb
Ely Municipal Water Department,Fluoride,0.0788 ppm,,4 ppm
Ely Municipal Water Department,Hexachlorobenzene (HCB),0.000646 ppb,0.03 ppb,1 ppb
Ely Municipal Water Department,Manganese,6.35 ppb,100 ppb,
Ely Municipal Water Department,Metolachlor,0.00273 ppb,,
Ely Municipal Water Department,Metribuzin,0.00273 ppb,,
Ely Municipal Water Department,Molybdenum,0.413 ppb,40 ppb,
Ely Municipal Water Department,Picloram,0.321 ppb,166 ppb,500 ppb
Ely Municipal Water Department,Prometon,0.0150 ppb,,
Ely Municipal Water Department,Selenium,1.36 ppb,30 ppb,50 ppb
Ely Municipal Water Department,Simazine,0.00364 ppb,0.1 ppb,4 ppb
Ely Municipal Water Department,Strontium,0.221 ppb,"1,500 ppb",
Ely Municipal Water Department,Thiobencarb,0.00273 ppb,,
Ely Municipal Water Department,Total trihalomethanes (TTHMs)†,0.0833 ppb,0.15 ppb,80 ppb
Ely Municipal Water Department,Vanadium,1.95 ppb,21 ppb,
Ely Municipal Water Department,None,,,
Koa of Ely Campground,Nitrate,1.55 ppm,0.14 ppm,10 ppm
Koa of Ely Campground,Nitrate and nitrite,1.50 ppm,0.14 ppm,10 ppm
Koa of Ely Campground,"Radium, combined (-226 &amp; -228)",0.32 pCi/L,0.05 pCi/L,5 pCi/L
Koa of Ely Campground,Uranium,1.07 pCi/L,0.43 pCi/L,20 pCi/L
Koa of Ely Campground,"1,2,4-Trimethylbenzene",0.0636 ppb,,
Koa of Ely Campground,Aluminum,28.6 ppb,600 ppb,
Koa of Ely Campground,Barium,84.0 ppb,700 ppb,"2,000 ppb"
Koa of Ely Campground,Bromochloromethane,0.0318 ppb,,
Koa of Ely Campground,Bromodichloromethane,0.0645 ppb,0.06 ppb,
Koa of Ely Campground,Bromoform,0.109 ppb,0.5 ppb,
Koa of Ely Campground,Chloroethane,0.0282 ppb,,
Koa of Ely Campground,Chloroform,0.236 ppb,0.4 ppb,
Koa of Ely Campground,Chromium (total),1.83 ppb,,100 ppb
Koa of Ely Campground,Dibromochloromethane,0.127 ppb,0.1 ppb,
Koa of Ely Campground,Dibromomethane,0.0391 ppb,,
Koa of Ely Campground,Manganese,16.2 ppb,100 ppb,
Koa of Ely Campground,Methyl ethyl ketone,0.483 ppb,,
Koa of Ely Campground,Selenium,1.38 ppb,30 ppb,50 ppb
Koa of Ely Campground,Toluene,0.0736 ppb,150 ppb,"1,000 ppb"
Koa of Ely Campground,Xylenes (total),0.0764 ppb,"1,800 ppb","10,000 ppb"
Koa of Ely Campground,None,,,
Mcgill Water and Sewer District,Arsenic,0.900 ppb,0.004 ppb,10 ppb
