Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Rawlins Water Supply, City Of",Chloroform,4.51 ppb,0.4 ppb,
"Rawlins Water Supply, City Of",Dibromoacetic acid,0.981 ppb,0.04 ppb,
"Rawlins Water Supply, City Of",Dibromochloromethane,3.11 ppb,0.1 ppb,
"Rawlins Water Supply, City Of",Dichloroacetic acid,2.30 ppb,0.2 ppb,
"Rawlins Water Supply, City Of",Haloacetic acids (HAA5)†,4.44 ppb,0.1 ppb,60 ppb
"Rawlins Water Supply, City Of",Total trihalomethanes (TTHMs)†,12.5 ppb,0.15 ppb,80 ppb
"Rawlins Water Supply, City Of",Trichloroacetic acid,1.09 ppb,0.1 ppb,
"Rawlins Water Supply, City Of",Bromoform,0.625 ppb,0.5 ppb,
"Rawlins Water Supply, City Of",Fluoride,0.240 ppm,,4 ppm
"Rawlins Water Supply, City Of",Monochloroacetic acid,0.0557 ppb,53 ppb,
"Rawlins Water Supply, City Of",Nitrate and nitrite,0.142 ppm,0.14 ppm,10 ppm
"Rawlins Water Supply, City Of",Selenium,6.20 ppb,30 ppb,50 ppb
"Rawlins Water Supply, City Of",None,,,
"Saratoga, Town of",Bromodichloromethane,3.04 ppb,0.06 ppb,
"Saratoga, Town of",Chloroform,4.18 ppb,0.4 ppb,
"Saratoga, Town of",Dibromochloromethane,2.24 ppb,0.1 ppb,
"Saratoga, Town of",Dichloroacetic acid,3.85 ppb,0.2 ppb,
"Saratoga, Town of",Haloacetic acids (HAA5)†,6.86 ppb,0.1 ppb,60 ppb
"Saratoga, Town of","Radium, combined (-226 &amp; -228)",0.80 pCi/L,0.05 pCi/L,5 pCi/L
"Saratoga, Town of",Total trihalomethanes (TTHMs)†,9.00 ppb,0.15 ppb,80 ppb
"Saratoga, Town of",Trichloroacetic acid,1.91 ppb,0.1 ppb,
"Saratoga, Town of",Fluoride,1.64 ppm,,4 ppm
"Saratoga, Town of",Manganese,47.8 ppb,100 ppb,
"Saratoga, Town of",Monochloroacetic acid,1.10 ppb,53 ppb,
"Saratoga, Town of",Nitrate,0.0817 ppm,0.14 ppm,10 ppm
"Saratoga, Town of",None,,,
Sierra Madre Jpb,Arsenic,7.00 ppb,0.004 ppb,10 ppb
Sierra Madre Jpb,Bromoform,1.05 ppb,0.5 ppb,
Sierra Madre Jpb,Dibromoacetic acid,0.530 ppb,0.04 ppb,
Sierra Madre Jpb,Dibromochloromethane,0.600 ppb,0.1 ppb,
Sierra Madre Jpb,Haloacetic acids (HAA5)†,0.260 ppb,0.1 ppb,60 ppb
Sierra Madre Jpb,Total trihalomethanes (TTHMs)†,1.47 ppb,0.15 ppb,80 ppb
Sierra Madre Jpb,Barium,100.0 ppb,700 ppb,"2,000 ppb"
Sierra Madre Jpb,Fluoride,0.300 ppm,,4 ppm
Sierra Madre Jpb,Nitrate,0.212 ppm,0.14 ppm,10 ppm
Sierra Madre Jpb,Nitrate and nitrite,0.212 ppm,0.14 ppm,10 ppm
Sierra Madre Jpb,None,,,
"Sinclair, Town Of",Arsenic*,4.80 ppb,0.004 ppb,10 ppb
"Sinclair, Town Of",Bromochloroacetic acid,2.75 ppb,0.02 ppb,
"Sinclair, Town Of",Bromodichloromethane,7.05 ppb,0.06 ppb,
"Sinclair, Town Of",Chloroform,10.5 ppb,0.4 ppb,
"Sinclair, Town Of",Dibromoacetic acid,1.18 ppb,0.04 ppb,
"Sinclair, Town Of",Dibromochloromethane,4.47 ppb,0.1 ppb,
"Sinclair, Town Of",Dichloroacetic acid,4.75 ppb,0.2 ppb,
"Sinclair, Town Of",Haloacetic acids (HAA5)†,7.80 ppb,0.1 ppb,60 ppb
"Sinclair, Town Of",Total trihalomethanes (TTHMs)†,22.9 ppb,0.15 ppb,80 ppb
"Sinclair, Town Of",Trichloroacetic acid,1.66 ppb,0.1 ppb,
"Sinclair, Town Of",Bromoform,0.835 ppb,0.5 ppb,
"Sinclair, Town Of",Fluoride*,0.240 ppm,,4 ppm
"Sinclair, Town Of",Monobromoacetic acid,0.0950 ppb,25 ppb,
"Sinclair, Town Of",Monochloroacetic acid*,0.0557 ppb,53 ppb,
"Sinclair, Town Of",Nitrate and nitrite*,0.142 ppm,0.14 ppm,10 ppm
"Sinclair, Town Of",Selenium*,6.20 ppb,30 ppb,50 ppb
"Sinclair, Town Of",None,,,
Big Valley & Crossed Arrows Imp District,"Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
Big Valley & Crossed Arrows Imp District,Uranium,2.46 pCi/L,0.43 pCi/L,20 pCi/L
Big Valley & Crossed Arrows Imp District,Fluoride,1.60 ppm,,4 ppm
Big Valley & Crossed Arrows Imp District,Nitrate and nitrite,0.226 ppm,0.14 ppm,10 ppm
Big Valley & Crossed Arrows Imp District,Nitrite,0.01000 ppm,,1 ppm
Big Valley & Crossed Arrows Imp District,None,,,
"Cody, City Of",Bromochloroacetic acid,0.713 ppb,0.02 ppb,
"Cody, City Of",Bromodichloromethane,1.82 ppb,0.06 ppb,
"Cody, City Of",Chloroform,18.7 ppb,0.4 ppb,
"Cody, City Of",Dichloroacetic acid,9.28 ppb,0.2 ppb,
"Cody, City Of",Haloacetic acids (HAA5)†,18.8 ppb,0.1 ppb,60 ppb
"Cody, City Of",Total trihalomethanes (TTHMs)†,20.6 ppb,0.15 ppb,80 ppb
"Cody, City Of",Trichloroacetic acid,9.48 ppb,0.1 ppb,
"Cody, City Of",Dibromoacetic acid,0.0181 ppb,0.04 ppb,
"Cody, City Of",Monobromoacetic acid*,0.0605 ppb,25 ppb,
"Cody, City Of",Monochloroacetic acid*,0.208 ppb,53 ppb,
"Cody, City Of",Nitrate and nitrite*,0.0760 ppm,0.14 ppm,10 ppm
"Cody, City Of",None,,,
Green Acres Mobile Estate,Nitrate,6.37 ppm,0.14 ppm,10 ppm
Green Acres Mobile Estate,Nitrate and nitrite,6.92 ppm,0.14 ppm,10 ppm
Green Acres Mobile Estate,"Radium, combined (-226 &amp; -228)",1.78 pCi/L,0.05 pCi/L,5 pCi/L
Green Acres Mobile Estate,Aluminum,74.2 ppb,600 ppb,
Green Acres Mobile Estate,Barium,22.0 ppb,700 ppb,"2,000 ppb"
Green Acres Mobile Estate,Fluoride,0.0500 ppm,,4 ppm
Green Acres Mobile Estate,Manganese,0.472 ppb,100 ppb,
Green Acres Mobile Estate,None,,,
Juby`s Mobile Home Park,Bromochloroacetic acid,0.602 ppb,0.02 ppb,
Juby`s Mobile Home Park,Bromodichloromethane,1.60 ppb,0.06 ppb,
Juby`s Mobile Home Park,Chloroform,18.6 ppb,0.4 ppb,
Juby`s Mobile Home Park,Dichloroacetic acid,8.68 ppb,0.2 ppb,
Juby`s Mobile Home Park,Haloacetic acids (HAA5)†,17.8 ppb,0.1 ppb,60 ppb
Juby`s Mobile Home Park,Total trihalomethanes (TTHMs)†,20.3 ppb,0.15 ppb,80 ppb
Juby`s Mobile Home Park,Trichloroacetic acid,9.06 ppb,0.1 ppb,
Juby`s Mobile Home Park,Dibromoacetic acid*,0.0181 ppb,0.04 ppb,
Juby`s Mobile Home Park,None,,,
"Meeteetse, Town Of",Arsenic,0.500 ppb,0.004 ppb,10 ppb
"Meeteetse, Town Of",Bromochloroacetic acid,1.27 ppb,0.02 ppb,
"Meeteetse, Town Of",Bromodichloromethane,6.92 ppb,0.06 ppb,
"Meeteetse, Town Of",Chloroform,43.2 ppb,0.4 ppb,
"Meeteetse, Town Of",Dibromochloromethane,0.411 ppb,0.1 ppb,
"Meeteetse, Town Of",Dichloroacetic acid,11.2 ppb,0.2 ppb,
"Meeteetse, Town Of",Haloacetic acids (HAA5)†,32.2 ppb,0.1 ppb,60 ppb
"Meeteetse, Town Of","Radium, combined (-226 &amp; -228)",1.55 pCi/L,0.05 pCi/L,5 pCi/L
"Meeteetse, Town Of",Thallium,0.800 ppb,0.1 ppb,2 ppb
"Meeteetse, Town Of",Total trihalomethanes (TTHMs)†,50.9 ppb,0.15 ppb,80 ppb
"Meeteetse, Town Of",Trichloroacetic acid,20.8 ppb,0.1 ppb,
"Meeteetse, Town Of",Fluoride,0.125 ppm,,4 ppm
"Meeteetse, Town Of",Monochloroacetic acid,0.154 ppb,53 ppb,
"Meeteetse, Town Of",Nitrate and nitrite,0.0900 ppm,0.14 ppm,10 ppm
"Meeteetse, Town Of",Xylenes (total),0.660 ppb,"1,800 ppb","10,000 ppb"
"Meeteetse, Town Of",None,,,
Northwest Rural Water District,Bromodichloromethane,4.84 ppb,0.06 ppb,
Northwest Rural Water District,Chloroform,12.3 ppb,0.4 ppb,
Northwest Rural Water District,Dibromoacetic acid,0.0854 ppb,0.04 ppb,
Northwest Rural Water District,Dibromochloromethane,1.54 ppb,0.1 ppb,
Northwest Rural Water District,Dichloroacetic acid,7.97 ppb,0.2 ppb,
Northwest Rural Water District,Haloacetic acids (HAA5)†,10.1 ppb,0.1 ppb,60 ppb
Northwest Rural Water District,Total trihalomethanes (TTHMs)†,18.7 ppb,0.15 ppb,80 ppb
Northwest Rural Water District,Trichloroacetic acid,1.77 ppb,0.1 ppb,
Northwest Rural Water District,Monochloroacetic acid,0.275 ppb,53 ppb,
Northwest Rural Water District,None,,,
"Powell, City Of",Bromochloroacetic acid,0.761 ppb,0.02 ppb,
"Powell, City Of",Bromodichloromethane,1.73 ppb,0.06 ppb,
"Powell, City Of",Chloroform,17.4 ppb,0.4 ppb,
"Powell, City Of",Dichloroacetic acid,9.62 ppb,0.2 ppb,
"Powell, City Of",Haloacetic acids (HAA5)†,19.4 ppb,0.1 ppb,60 ppb
"Powell, City Of",Haloacetic acids (HAA9)†,18.4 ppb,0.06 ppb,
"Powell, City Of",Total trihalomethanes (TTHMs)†,18.9 ppb,0.15 ppb,80 ppb
"Powell, City Of",Trichloroacetic acid,9.35 ppb,0.1 ppb,
"Powell, City Of",Manganese,0.108 ppb,100 ppb,
"Powell, City Of",Monobromoacetic acid,0.106 ppb,25 ppb,
"Powell, City Of",Monochloroacetic acid,0.215 ppb,53 ppb,
"Powell, City Of",Nitrate and nitrite*,0.0760 ppm,0.14 ppm,10 ppm
"Powell, City Of",None,,,
Rivers Bend Trailer Court,Bromochloroacetic acid,0.386 ppb,0.02 ppb,
Rivers Bend Trailer Court,Bromodichloromethane,1.74 ppb,0.06 ppb,
Rivers Bend Trailer Court,Chloroform,19.4 ppb,0.4 ppb,
Rivers Bend Trailer Court,Dichloroacetic acid,7.36 ppb,0.2 ppb,
Rivers Bend Trailer Court,Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
Rivers Bend Trailer Court,Total trihalomethanes (TTHMs)†,21.2 ppb,0.15 ppb,80 ppb
Rivers Bend Trailer Court,Trichloroacetic acid,9.22 ppb,0.1 ppb,
Rivers Bend Trailer Court,Dibromoacetic acid*,0.0181 ppb,0.04 ppb,
Rivers Bend Trailer Court,None,,,
Shoshone Municipal Pipeline,Bromochloroacetic acid,0.772 ppb,0.02 ppb,
Shoshone Municipal Pipeline,Bromodichloromethane,2.16 ppb,0.06 ppb,
Shoshone Municipal Pipeline,Chloroform,16.6 ppb,0.4 ppb,
Shoshone Municipal Pipeline,Dichloroacetic acid,9.13 ppb,0.2 ppb,
Shoshone Municipal Pipeline,Haloacetic acids (HAA5)†,18.6 ppb,0.1 ppb,60 ppb
Shoshone Municipal Pipeline,Total trihalomethanes (TTHMs)†,19.1 ppb,0.15 ppb,80 ppb
Shoshone Municipal Pipeline,Trichloroacetic acid,8.88 ppb,0.1 ppb,
Shoshone Municipal Pipeline,Monobromoacetic acid,0.0605 ppb,25 ppb,
Shoshone Municipal Pipeline,Monochloroacetic acid,0.208 ppb,53 ppb,
Shoshone Municipal Pipeline,Nitrate and nitrite,0.0760 ppm,0.14 ppm,10 ppm
Shoshone Municipal Pipeline,None,,,
Ynp-mammoth Hot Springs,Bromochloroacetic acid,0.697 ppb,0.02 ppb,
Ynp-mammoth Hot Springs,Bromodichloromethane,1.09 ppb,0.06 ppb,
Ynp-mammoth Hot Springs,Chloroform,18.8 ppb,0.4 ppb,
Ynp-mammoth Hot Springs,Dichloroacetic acid,17.0 ppb,0.2 ppb,
Ynp-mammoth Hot Springs,Haloacetic acids (HAA5)†,33.8 ppb,0.1 ppb,60 ppb
Ynp-mammoth Hot Springs,Total trihalomethanes (TTHMs)†,22.6 ppb,0.15 ppb,80 ppb
Ynp-mammoth Hot Springs,Trichloroacetic acid,14.7 ppb,0.1 ppb,
Ynp-mammoth Hot Springs,Barium,11.7 ppb,700 ppb,"2,000 ppb"
Ynp-mammoth Hot Springs,Fluoride,0.0500 ppm,,4 ppm
Ynp-mammoth Hot Springs,Monochloroacetic acid,1.53 ppb,53 ppb,
Ynp-mammoth Hot Springs,Nitrate and nitrite,0.0620 ppm,0.14 ppm,10 ppm
Ynp-mammoth Hot Springs,None,,,
"Chugwater, Town Of",Bromochloroacetic acid,1.12 ppb,0.02 ppb,
"Chugwater, Town Of",Bromodichloromethane,1.22 ppb,0.06 ppb,
"Chugwater, Town Of",Bromoform,3.77 ppb,0.5 ppb,
"Chugwater, Town Of",Dibromoacetic acid,2.90 ppb,0.04 ppb,
"Chugwater, Town Of",Dibromochloromethane,3.83 ppb,0.1 ppb,
"Chugwater, Town Of",Haloacetic acids (HAA5)†,2.90 ppb,0.1 ppb,60 ppb
"Chugwater, Town Of",Nitrate and nitrite,3.73 ppm,0.14 ppm,10 ppm
"Chugwater, Town Of",Total trihalomethanes (TTHMs)†,9.23 ppb,0.15 ppb,80 ppb
"Chugwater, Town Of",Uranium,7.46 pCi/L,0.43 pCi/L,20 pCi/L
"Chugwater, Town Of",Barium,83.3 ppb,700 ppb,"2,000 ppb"
"Chugwater, Town Of",Chloroform,0.292 ppb,0.4 ppb,
"Chugwater, Town Of",Fluoride,0.528 ppm,,4 ppm
"Chugwater, Town Of","Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
"Chugwater, Town Of",Xylenes (total),0.450 ppb,"1,800 ppb","10,000 ppb"
"Chugwater, Town Of",None,,,
"Glendo, Town Of",Arsenic,3.00 ppb,0.004 ppb,10 ppb
"Glendo, Town Of",Bromodichloromethane,0.250 ppb,0.06 ppb,
"Glendo, Town Of",Dibromoacetic acid,0.180 ppb,0.04 ppb,
"Glendo, Town Of",Dibromochloromethane,0.217 ppb,0.1 ppb,
"Glendo, Town Of",Nitrate and nitrite,0.563 ppm,0.14 ppm,10 ppm
"Glendo, Town Of","Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
"Glendo, Town Of",Total trihalomethanes (TTHMs)†,0.867 ppb,0.15 ppb,80 ppb
"Glendo, Town Of",Uranium,7.59 pCi/L,0.43 pCi/L,20 pCi/L
"Glendo, Town Of",Chloroform,0.333 ppb,0.4 ppb,
"Glendo, Town Of",Fluoride,0.875 ppm,,4 ppm
"Glendo, Town Of",Haloacetic acids (HAA5)†,0.180 ppb,0.1 ppb,60 ppb
"Glendo, Town Of",Selenium,1.50 ppb,30 ppb,50 ppb
"Glendo, Town Of",None,,,
"Guernsey, Town Of",Nitrate and nitrite,0.695 ppm,0.14 ppm,10 ppm
"Guernsey, Town Of","Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
"Guernsey, Town Of",Thallium,0.225 ppb,0.1 ppb,2 ppb
"Guernsey, Town Of",Uranium,8.04 pCi/L,0.43 pCi/L,20 pCi/L
"Guernsey, Town Of",Fluoride,0.525 ppm,,4 ppm
"Guernsey, Town Of",None,,,
"Hartville, Town Of",Bromochloroacetic acid,3.40 ppb,0.02 ppb,
"Hartville, Town Of",Bromodichloromethane,7.36 ppb,0.06 ppb,
"Hartville, Town Of",Bromoform,9.01 ppb,0.5 ppb,
"Hartville, Town Of",Chloroform,2.89 ppb,0.4 ppb,
"Hartville, Town Of",Dibromoacetic acid,5.15 ppb,0.04 ppb,
"Hartville, Town Of",Dibromochloromethane,13.8 ppb,0.1 ppb,
"Hartville, Town Of",Dichloroacetic acid,1.45 ppb,0.2 ppb,
"Hartville, Town Of",Haloacetic acids (HAA5)†,7.75 ppb,0.1 ppb,60 ppb
"Hartville, Town Of",Nitrate and nitrite,2.04 ppm,0.14 ppm,10 ppm
"Hartville, Town Of","Radium, combined (-226 &amp; -228)",2.15 pCi/L,0.05 pCi/L,5 pCi/L
"Hartville, Town Of",Total trihalomethanes (TTHMs)†,33.3 ppb,0.15 ppb,80 ppb
"Hartville, Town Of",Trichloroacetic acid,0.285 ppb,0.1 ppb,
"Hartville, Town Of",Uranium,7.81 pCi/L,0.43 pCi/L,20 pCi/L
"Hartville, Town Of",Barium,100.0 ppb,700 ppb,"2,000 ppb"
"Hartville, Town Of",Ethylbenzene,0.295 ppb,300 ppb,700 ppb
"Hartville, Town Of",Fluoride,0.350 ppm,,4 ppm
"Hartville, Town Of",Monobromoacetic acid,0.655 ppb,25 ppb,
"Hartville, Town Of",Selenium,4.00 ppb,30 ppb,50 ppb
"Hartville, Town Of",Xylenes (total),2.90 ppb,"1,800 ppb","10,000 ppb"
"Hartville, Town Of",None,,,
"Wheatland, Town Of",Bromochloroacetic acid,0.711 ppb,0.02 ppb,
"Wheatland, Town Of",Bromodichloromethane,1.02 ppb,0.06 ppb,
"Wheatland, Town Of",Bromoform,4.07 ppb,0.5 ppb,
"Wheatland, Town Of",Chloroform,1.29 ppb,0.4 ppb,
"Wheatland, Town Of",Dibromoacetic acid,2.26 ppb,0.04 ppb,
"Wheatland, Town Of",Dibromochloromethane,2.11 ppb,0.1 ppb,
"Wheatland, Town Of",Dichloroacetic acid,1.19 ppb,0.2 ppb,
"Wheatland, Town Of",Haloacetic acids (HAA5)†,3.76 ppb,0.1 ppb,60 ppb
"Wheatland, Town Of",Nitrate and nitrite,3.45 ppm,0.14 ppm,10 ppm
"Wheatland, Town Of","Radium, combined (-226 &amp; -228)",0.58 pCi/L,0.05 pCi/L,5 pCi/L
"Wheatland, Town Of",Total trihalomethanes (TTHMs)†,8.54 ppb,0.15 ppb,80 ppb
"Wheatland, Town Of",Uranium,17.49 pCi/L,0.43 pCi/L,20 pCi/L
"Wheatland, Town Of",Fluoride,0.500 ppm,,4 ppm
"Wheatland, Town Of",Monochloroacetic acid,0.127 ppb,53 ppb,
"Wheatland, Town Of",Pentachlorophenol,0.0450 ppb,0.3 ppb,1 ppb
"Wheatland, Town Of",Selenium,5.00 ppb,30 ppb,50 ppb
"Wheatland, Town Of",Thallium,0.140 ppb,0.1 ppb,2 ppb
"Wheatland, Town Of",None,,,
"Y-o Investments, Inc.",Arsenic,2.00 ppb,0.004 ppb,10 ppb
"Y-o Investments, Inc.",Bromoform,3.30 ppb,0.5 ppb,
"Y-o Investments, Inc.",Dibromoacetic acid,1.27 ppb,0.04 ppb,
"Y-o Investments, Inc.",Dibromochloromethane,0.425 ppb,0.1 ppb,
"Y-o Investments, Inc.",Haloacetic acids (HAA5)†,1.90 ppb,0.1 ppb,60 ppb
"Y-o Investments, Inc.",Nitrate and nitrite,2.96 ppm,0.14 ppm,10 ppm
"Y-o Investments, Inc.","Radium, combined (-226 &amp; -228)",0.91 pCi/L,0.05 pCi/L,5 pCi/L
"Y-o Investments, Inc.",Total trihalomethanes (TTHMs)†,3.50 ppb,0.15 ppb,80 ppb
"Y-o Investments, Inc.",Uranium,15.57 pCi/L,0.43 pCi/L,20 pCi/L
"Y-o Investments, Inc.",Fluoride,0.600 ppm,,4 ppm
"Y-o Investments, Inc.",Selenium,5.00 ppb,30 ppb,50 ppb
"Y-o Investments, Inc.",None,,,
Cottonwood Acres,Dibromoacetic acid,0.200 ppb,0.04 ppb,
Cottonwood Acres,Nitrate and nitrite,6.02 ppm,0.14 ppm,10 ppm
Cottonwood Acres,"Radium, combined (-226 &amp; -228)",0.77 pCi/L,0.05 pCi/L,5 pCi/L
Cottonwood Acres,Uranium,16.08 pCi/L,0.43 pCi/L,20 pCi/L
Cottonwood Acres,Dibromochloromethane,0.183 ppb,0.1 ppb,
Cottonwood Acres,Haloacetic acids (HAA5)†,0.200 ppb,0.1 ppb,60 ppb
Cottonwood Acres,None,,,
Dillman Estates,Arsenic,6.25 ppb,0.004 ppb,10 ppb
Dillman Estates,Nitrate and nitrite,1.77 ppm,0.14 ppm,10 ppm
Dillman Estates,"Radium, combined (-226 &amp; -228)",1.37 pCi/L,0.05 pCi/L,5 pCi/L
Dillman Estates,Total trihalomethanes (TTHMs)†,0.433 ppb,0.15 ppb,80 ppb
Dillman Estates,Uranium,9.42 pCi/L,0.43 pCi/L,20 pCi/L
Dillman Estates,Chloroform,0.330 ppb,0.4 ppb,
Dillman Estates,Fluoride,0.375 ppm,,4 ppm
Dillman Estates,Selenium,4.75 ppb,30 ppb,50 ppb
Dillman Estates,None,,,
"Fort Laramie, Town Of",Arsenic,2.00 ppb,0.004 ppb,10 ppb
"Fort Laramie, Town Of",Bromochloroacetic acid,2.45 ppb,0.02 ppb,
"Fort Laramie, Town Of",Bromodichloromethane,1.84 ppb,0.06 ppb,
"Fort Laramie, Town Of",Bromoform,1.87 ppb,0.5 ppb,
"Fort Laramie, Town Of",Chloroform,0.868 ppb,0.4 ppb,
"Fort Laramie, Town Of",Dibromoacetic acid,4.25 ppb,0.04 ppb,
"Fort Laramie, Town Of",Dibromochloromethane,3.40 ppb,0.1 ppb,
"Fort Laramie, Town Of",Dichloroacetic acid,0.850 ppb,0.2 ppb,
"Fort Laramie, Town Of",Haloacetic acids (HAA5)†,5.70 ppb,0.1 ppb,60 ppb
"Fort Laramie, Town Of",Nitrate and nitrite,3.90 ppm,0.14 ppm,10 ppm
"Fort Laramie, Town Of","Radium, combined (-226 &amp; -228)",0.89 pCi/L,0.05 pCi/L,5 pCi/L
"Fort Laramie, Town Of",Total trihalomethanes (TTHMs)†,8.07 ppb,0.15 ppb,80 ppb
"Fort Laramie, Town Of",Uranium,8.05 pCi/L,0.43 pCi/L,20 pCi/L
"Fort Laramie, Town Of",Fluoride,0.400 ppm,,4 ppm
"Fort Laramie, Town Of",Monobromoacetic acid,0.480 ppb,25 ppb,
"Fort Laramie, Town Of",Selenium,3.00 ppb,30 ppb,50 ppb
"Fort Laramie, Town Of",None,,,
"La Grange, Town Of",Arsenic,9.50 ppb,0.004 ppb,10 ppb
"La Grange, Town Of",Nitrate and nitrite,4.23 ppm,0.14 ppm,10 ppm
"La Grange, Town Of","Radium, combined (-226 &amp; -228)",1.68 pCi/L,0.05 pCi/L,5 pCi/L
"La Grange, Town Of",Uranium,16.40 pCi/L,0.43 pCi/L,20 pCi/L
"La Grange, Town Of",Barium,200.0 ppb,700 ppb,"2,000 ppb"
"La Grange, Town Of",Fluoride,0.450 ppm,,4 ppm
"La Grange, Town Of",Selenium,3.00 ppb,30 ppb,50 ppb
"La Grange, Town Of",None,,,
"Lingle, Town Of",Arsenic,3.83 ppb,0.004 ppb,10 ppb
"Lingle, Town Of",Nitrate and nitrite,3.49 ppm,0.14 ppm,10 ppm
"Lingle, Town Of","Radium, combined (-226 &amp; -228)",0.83 pCi/L,0.05 pCi/L,5 pCi/L
"Lingle, Town Of",Uranium,9.60 pCi/L,0.43 pCi/L,20 pCi/L
"Lingle, Town Of",Fluoride,0.417 ppm,,4 ppm
"Lingle, Town Of",Selenium,2.00 ppb,30 ppb,50 ppb
"Lingle, Town Of",None,,,
Potlatch Trailer Court,Arsenic,6.00 ppb,0.004 ppb,10 ppb
Potlatch Trailer Court,Nitrate and nitrite,9.46 ppm,0.14 ppm,10 ppm
Potlatch Trailer Court,"Radium, combined (-226 &amp; -228)",2.60 pCi/L,0.05 pCi/L,5 pCi/L
Potlatch Trailer Court,Uranium,14.74 pCi/L,0.43 pCi/L,20 pCi/L
Potlatch Trailer Court,Fluoride,0.500 ppm,,4 ppm
Potlatch Trailer Court,Selenium,5.00 ppb,30 ppb,50 ppb
Potlatch Trailer Court,None,,,
South Torrington Water District,Arsenic*,2.50 ppb,0.004 ppb,10 ppb
South Torrington Water District,Bromochloroacetic acid,5.10 ppb,0.02 ppb,
South Torrington Water District,Bromodichloromethane,9.18 ppb,0.06 ppb,
South Torrington Water District,Bromoform,5.01 ppb,0.5 ppb,
South Torrington Water District,Chloroform,4.24 ppb,0.4 ppb,
South Torrington Water District,Dibromoacetic acid,4.25 ppb,0.04 ppb,
South Torrington Water District,Dibromochloromethane,11.7 ppb,0.1 ppb,
South Torrington Water District,Dichloroacetic acid,2.70 ppb,0.2 ppb,
South Torrington Water District,Haloacetic acids (HAA5)†,8.70 ppb,0.1 ppb,60 ppb
South Torrington Water District,Nitrate and nitrite*,6.45 ppm,0.14 ppm,10 ppm
South Torrington Water District,Total trihalomethanes (TTHMs)†,30.1 ppb,0.15 ppb,80 ppb
South Torrington Water District,Trichloroacetic acid,1.11 ppb,0.1 ppb,
South Torrington Water District,Barium*,50.0 ppb,700 ppb,"2,000 ppb"
South Torrington Water District,Fluoride*,0.350 ppm,,4 ppm
South Torrington Water District,Monobromoacetic acid,0.320 ppb,25 ppb,
South Torrington Water District,Selenium*,3.00 ppb,30 ppb,50 ppb
South Torrington Water District,None,,,
Millstone Creek Mobile Home Park,Bromodichloromethane,0.675 ppb,0.06 ppb,
Millstone Creek Mobile Home Park,Chloroform,1.73 ppb,0.4 ppb,
Millstone Creek Mobile Home Park,Dichloroacetic acid,1.30 ppb,0.2 ppb,
Millstone Creek Mobile Home Park,Haloacetic acids (HAA5)†,2.07 ppb,0.1 ppb,60 ppb
Millstone Creek Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.32 pCi/L,0.05 pCi/L,5 pCi/L
Millstone Creek Mobile Home Park,Total trihalomethanes (TTHMs)†,2.40 ppb,0.15 ppb,80 ppb
Millstone Creek Mobile Home Park,Trichloroacetic acid,0.767 ppb,0.1 ppb,
Millstone Creek Mobile Home Park,Fluoride,0.230 ppm,,4 ppm
Millstone Creek Mobile Home Park,Nitrate,0.0457 ppm,0.14 ppm,10 ppm
Millstone Creek Mobile Home Park,None,,,
Torrington Municipal Ws,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Torrington Municipal Ws,Bromochloroacetic acid,3.35 ppb,0.02 ppb,
Torrington Municipal Ws,Bromodichloromethane,6.37 ppb,0.06 ppb,
Torrington Municipal Ws,Bromoform,2.92 ppb,0.5 ppb,
Torrington Municipal Ws,Chloroform,3.31 ppb,0.4 ppb,
Torrington Municipal Ws,Dibromoacetic acid,3.32 ppb,0.04 ppb,
Torrington Municipal Ws,Dibromochloromethane,8.17 ppb,0.1 ppb,
Torrington Municipal Ws,Dichloroacetic acid,1.77 ppb,0.2 ppb,
Torrington Municipal Ws,Haloacetic acids (HAA5)†,6.75 ppb,0.1 ppb,60 ppb
Torrington Municipal Ws,Nitrate and nitrite,6.45 ppm,0.14 ppm,10 ppm
Torrington Municipal Ws,Total trihalomethanes (TTHMs)†,20.8 ppb,0.15 ppb,80 ppb
Torrington Municipal Ws,Trichloroacetic acid,1.07 ppb,0.1 ppb,
Torrington Municipal Ws,Barium,50.0 ppb,700 ppb,"2,000 ppb"
Torrington Municipal Ws,Fluoride,0.350 ppm,,4 ppm
Torrington Municipal Ws,Monobromoacetic acid,0.528 ppb,25 ppb,
Torrington Municipal Ws,Selenium,3.00 ppb,30 ppb,50 ppb
Torrington Municipal Ws,None,,,
"Yoder, Town Of",Cadmium,2.00 ppb,0.04 ppb,5 ppb
"Yoder, Town Of","Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
"Yoder, Town Of",Thallium,0.900 ppb,0.1 ppb,2 ppb
"Yoder, Town Of",Uranium,5.36 pCi/L,0.43 pCi/L,20 pCi/L
"Yoder, Town Of",Fluoride,1.30 ppm,,4 ppm
